O74740	Accession	Label	Set	CV_Fold
Q5F1R6	Q5F1R6	0	Training	0
Q9NZN9	Q9NZN9	0	Training	1
Q5FBB7	Q5FBB7	0	Training	2
Q8VHQ2	Q8VHQ2	0	Training	3
Q96JK9	Q96JK9	0	Training	4
P53919	P53919	0	Training	0
Q9VX09	Q9VX09	0	Training	1
P29547	P29547	0	Training	2
Q9UHX1	Q9UHX1	0	Training	3
Q3UB74	Q3UB74	0	Training	4
Q8IEG9	Q8IEG9	0	Training	0
O13974	O13974	0	Training	1
P82024	P82024	0	Training	2
Q9P6L9	Q9P6L9	0	Training	3
O43068	O43068	0	Training	4
Q9BRD0	Q9BRD0	0	Training	0
Q9GZN2	Q9GZN2	0	Training	1
Q9HD15	Q9HD15	0	Training	2
P0DI81	P0DI81	0	Training	3
Q13352	Q13352	0	Training	4
Q9NVH1	Q9NVH1	0	Training	0
P43579	P43579	0	Training	1
P53318	P53318	0	Training	2
Q9D4W2	Q9D4W2	0	Training	3
Q9FGQ6	Q9FGQ6	0	Training	4
Q8TAX9	Q8TAX9	0	Training	0
Q9FFD8	Q9FFD8	0	Training	1
Q92785	Q92785	0	Training	2
F4IY62	F4IY62	0	Training	3
Q42545	Q42545	0	Training	4
Q9P7S3	Q9P7S3	0	Training	0
O74434	O74434	0	Training	1
Q9BV86	Q9BV86	0	Training	2
P38691	P38691	0	Training	3
Q6EPW7	Q6EPW7	0	Training	4
Q9HD33	Q9HD33	0	Training	0
O94751	O94751	0	Training	1
Q9QYL0	Q9QYL0	0	Training	2
Q8IY22	Q8IY22	0	Training	3
G2HK15	G2HK15	0	Training	4
Q9CQV7	Q9CQV7	0	Training	0
P06168	P06168	0	Training	1
Q09873	Q09873	0	Training	2
Q3USZ2	Q3USZ2	0	Training	3
D2K8N5	D2K8N5	0	Training	4
Q7Z7K6	Q7Z7K6	0	Training	0
Q8RVC7	Q8RVC7	0	Training	1
Q9JL04	Q9JL04	0	Training	2
O13702	O13702	0	Training	3
Q08952	Q08952	0	Training	4
Q9SGS4	Q9SGS4	0	Training	0
Q9LSV0	Q9LSV0	0	Training	1
Q06244	Q06244	0	Training	2
A8MPH9	A8MPH9	0	Training	3
Q9V463	Q9V463	0	Training	4
Q9W420	Q9W420	0	Training	0
Q8R4I4	Q8R4I4	0	Training	1
P15173	P15173	0	Training	2
O13927	O13927	0	Training	3
O95347	O95347	0	Training	4
Q03018	Q03018	0	Training	0
P46669	P46669	0	Training	1
Q7K0D8	Q7K0D8	0	Training	2
Q94CL9	Q94CL9	0	Training	3
Q9H2S6	Q9H2S6	0	Training	4
Q9NYV7	Q9NYV7	0	Training	0
Q6ZWQ0	Q6ZWQ0	0	Training	1
Q8R4T1	Q8R4T1	0	Training	2
Q8IZY5	Q8IZY5	0	Training	3
Q9CQ54	Q9CQ54	0	Training	4
Q1H537	Q1H537	0	Training	0
Q08457	Q08457	0	Training	1
Q99LD8	Q99LD8	0	Training	2
Q9UBT7	Q9UBT7	0	Training	3
P35728	P35728	0	Training	4
Q75N03	Q75N03	0	Training	0
Q12789	Q12789	0	Training	1
O60293	O60293	0	Training	2
Q6Z955	Q6Z955	0	Training	3
P15619	P15619	0	Training	4
P53944	P53944	0	Training	0
Q8VZ20	Q8VZ20	0	Training	1
P29467	P29467	0	Training	2
O96624	O96624	0	Training	3
Q34807	Q34807	0	Training	4
Q2Z1W2	Q2Z1W2	0	Training	0
Q8MLZ3	Q8MLZ3	0	Training	1
Q9BPY3	Q9BPY3	0	Training	2
Q22227	Q22227	0	Training	3
Q31708	Q31708	0	Training	4
G4N7S6	G4N7S6	0	Training	0
P16550	P16550	0	Training	1
Q9SSE7	Q9SSE7	0	Training	2
P36169	P36169	0	Training	3
P43124	P43124	0	Training	4
Q9DAM1	Q9DAM1	0	Training	0
O60733	O60733	0	Training	1
Q9Y2B4	Q9Y2B4	0	Training	2
P40855	P40855	0	Training	3
Q8RXH2	Q8RXH2	0	Training	4
Q4KMP7	Q4KMP7	0	Training	0
Q03071	Q03071	0	Training	1
Q9SYJ8	Q9SYJ8	0	Training	2
Q3UYV9	Q3UYV9	0	Training	3
Q8CJF7	Q8CJF7	0	Training	4
P40026	P40026	0	Training	0
Q9ES52	Q9ES52	0	Training	1
Q9Z311	Q9Z311	0	Training	2
Q8C6L5	Q8C6L5	0	Training	3
Q62920	Q62920	0	Training	4
Q5VW36	Q5VW36	0	Training	0
P10676	P10676	0	Training	1
J9VE33	J9VE33	0	Training	2
Q24478	Q24478	0	Training	3
Q9FME4	Q9FME4	0	Training	4
P25584	P25584	0	Training	0
Q8TF01	Q8TF01	0	Training	1
P14736	P14736	0	Training	2
Q9NX04	Q9NX04	0	Training	3
O64517	O64517	0	Training	4
Q01804	Q01804	0	Training	0
A2AIL4	A2AIL4	0	Training	1
Q6IPR1	Q6IPR1	0	Training	2
O74889	O74889	0	Training	3
Q8NC51	Q8NC51	0	Training	4
O23247	O23247	0	Training	0
Q9JM73	Q9JM73	0	Training	1
Q04500	Q04500	0	Training	2
G3UVW3	G3UVW3	0	Training	3
Q99MU3	Q99MU3	0	Training	4
G5ECC7	G5ECC7	0	Training	0
P61964	P61964	0	Training	1
Q9URQ5	Q9URQ5	0	Training	2
Q16774	Q16774	0	Training	3
Q7Z6K1	Q7Z6K1	0	Training	4
O75934	O75934	0	Training	0
Q9H773	Q9H773	0	Training	1
Q8K0D5	Q8K0D5	0	Training	2
Q03280	Q03280	0	Training	3
Q9VBW9	Q9VBW9	0	Training	4
Q9ES00	Q9ES00	0	Training	0
Q9H7D0	Q9H7D0	0	Training	1
Q80SU7	Q80SU7	0	Training	2
Q96I76	Q96I76	0	Training	3
Q9LQ98	Q9LQ98	0	Training	4
A6NJ78	A6NJ78	0	Training	0
Q53FT3	Q53FT3	0	Training	1
C8VSZ2	C8VSZ2	0	Training	2
P49686	P49686	0	Training	3
P0DM40	P0DM40	0	Training	4
P09595	P09595	0	Training	0
Q9H4M3	Q9H4M3	0	Training	1
Q03718	Q03718	0	Training	2
Q8GZ87	Q8GZ87	0	Training	3
P39525	P39525	0	Training	4
Q96HJ9	Q96HJ9	0	Training	0
Q8CC21	Q8CC21	0	Training	1
P53810	P53810	0	Training	2
P32342	P32342	0	Training	3
P25490	P25490	0	Training	4
Q96B26	Q96B26	0	Training	0
P07269	P07269	0	Training	1
P93286	P93286	0	Training	2
Q8WYA6	Q8WYA6	0	Training	3
Q9QXY4	Q9QXY4	0	Training	4
Q9Y224	Q9Y224	0	Training	0
P35269	P35269	0	Training	1
P87233	P87233	0	Training	2
Q9D067	Q9D067	0	Training	3
P57680	P57680	0	Training	4
P38241	P38241	0	Training	0
P78337	P78337	0	Training	1
Q4VBE8	Q4VBE8	0	Training	2
Q9UIA9	Q9UIA9	0	Training	3
P32103	P32103	0	Training	4
P87227	P87227	0	Training	0
Q9SDW0	Q9SDW0	0	Training	1
Q6P1K2	Q6P1K2	0	Training	2
P80483	P80483	0	Training	3
Q0WNP7	Q0WNP7	0	Training	4
Q08119	Q08119	0	Training	0
O17514	O17514	0	Training	1
P40470	P40470	0	Training	2
Q9BWM7	Q9BWM7	0	Training	3
P40208	P40208	0	Training	4
O54825	O54825	0	Training	0
Q86HX0	Q86HX0	0	Training	1
Q9JKT3	Q9JKT3	0	Training	2
O04714	O04714	0	Training	3
Q8GZM7	Q8GZM7	0	Training	4
Q8W593	Q8W593	0	Training	0
Q9SL92	Q9SL92	0	Training	1
Q9H7B2	Q9H7B2	0	Training	2
O59676	O59676	0	Training	3
Q9BW71	Q9BW71	0	Training	4
Q9Y4F3	Q9Y4F3	0	Training	0
Q9UTK4	Q9UTK4	0	Training	1
P03896	P03896	0	Training	2
Q8RWS0	Q8RWS0	0	Training	3
Q9UIV1	Q9UIV1	0	Training	4
Q8N5P1	Q8N5P1	0	Training	0
O43114	O43114	0	Training	1
Q9H1P3	Q9H1P3	0	Training	2
O75603	O75603	0	Training	3
Q68DX3	Q68DX3	0	Training	4
Q12068	Q12068	0	Training	0
Q9UGY1	Q9UGY1	0	Training	1
O95989	O95989	0	Training	2
P32524	P32524	0	Training	3
Q9JIL4	Q9JIL4	0	Training	4
P53835	P53835	0	Training	0
Q9UUB6	Q9UUB6	0	Training	1
Q9CPX8	Q9CPX8	0	Training	2
Q8N5N7	Q8N5N7	0	Training	3
Q95RV2	Q95RV2	0	Training	4
Q01831	Q01831	0	Training	0
Q9Y2I9	Q9Y2I9	0	Training	1
Q06608	Q06608	0	Training	2
Q5AK51	Q5AK51	0	Training	3
Q96EL3	Q96EL3	0	Training	4
Q8IVS8	Q8IVS8	0	Training	0
P82139	P82139	0	Training	1
Q8WYQ5	Q8WYQ5	0	Training	2
O44498	O44498	0	Training	3
P46099	P46099	0	Training	4
Q8BJ05	Q8BJ05	0	Training	0
O14497	O14497	0	Training	1
Q8K400	Q8K400	0	Training	2
Q8GWE0	Q8GWE0	0	Training	3
Q8N2Z9	Q8N2Z9	0	Training	4
O48917	O48917	0	Training	0
A8MZ59	A8MZ59	0	Training	1
P0C869	P0C869	0	Training	2
Q9VLJ8	Q9VLJ8	0	Training	3
Q8SKU2	Q8SKU2	0	Training	4
Q8T498	Q8T498	0	Training	0
Q80TR8	Q80TR8	0	Training	1
P21276	P21276	0	Training	2
Q9H4B0	Q9H4B0	0	Training	3
Q570R7	Q570R7	0	Training	4
Q8TEX9	Q8TEX9	0	Training	0
Q9VN91	Q9VN91	0	Training	1
Q9NJH0	Q9NJH0	0	Training	2
O74876	O74876	0	Training	3
P35551	P35551	0	Training	4
P50080	P50080	0	Training	0
P40798	P40798	0	Training	1
P38351	P38351	0	Training	2
O14737	O14737	0	Training	3
O70302	O70302	0	Training	4
O74964	O74964	0	Training	0
Q9V4Z9	Q9V4Z9	0	Training	1
P0C7T6	P0C7T6	0	Training	2
P34283	P34283	0	Training	3
Q5U5X0	Q5U5X0	0	Training	4
Q9B6C8	Q9B6C8	0	Training	0
P38207	P38207	0	Training	1
P35169	P35169	0	Training	2
Q7Z2Z1	Q7Z2Z1	0	Training	3
P13574	P13574	0	Training	4
Q7S2H6	Q7S2H6	0	Training	0
Q12124	Q12124	0	Training	1
P82249	P82249	0	Training	2
P06509	P06509	0	Training	3
Q93VB2	Q93VB2	0	Training	4
Q9UT46	Q9UT46	0	Training	0
Q9JJP2	Q9JJP2	0	Training	1
O16102	O16102	0	Training	2
Q0WSX8	Q0WSX8	0	Training	3
O74942	O74942	0	Training	4
Q86YC2	Q86YC2	0	Training	0
Q9H1U9	Q9H1U9	0	Training	1
Q3U284	Q3U284	0	Training	2
F1M386	F1M386	0	Training	3
P38809	P38809	0	Training	4
Q8IBN8	Q8IBN8	0	Training	0
Q9HCH5	Q9HCH5	0	Training	1
G5EDW5	G5EDW5	0	Training	2
Q7JXF5	Q7JXF5	0	Training	3
Q9ULZ2	Q9ULZ2	0	Training	4
Q8RWN0	Q8RWN0	0	Training	0
Q10262	Q10262	0	Training	1
Q02455	Q02455	0	Training	2
P36038	P36038	0	Training	3
Q9FI46	Q9FI46	0	Training	4
O74553	O74553	0	Training	0
Q9Y2S7	Q9Y2S7	0	Training	1
Q9CA45	Q9CA45	0	Training	2
Q95TS5	Q95TS5	0	Training	3
Q28205	Q28205	0	Training	4
Q9H0F5	Q9H0F5	0	Training	0
Q9SUE3	Q9SUE3	0	Training	1
Q7T2T1	Q7T2T1	0	Training	2
Q230X8	Q230X8	0	Training	3
O94355	O94355	0	Training	4
Q9FVQ1	Q9FVQ1	0	Training	0
Q6T4R5	Q6T4R5	0	Training	1
O74544	O74544	0	Training	2
Q85FY6	Q85FY6	0	Training	3
O60779	O60779	0	Training	4
P40995	P40995	0	Training	0
O60090	O60090	0	Training	1
Q8TCY9	Q8TCY9	0	Training	2
Q7TSD4	Q7TSD4	0	Training	3
Q9H840	Q9H840	0	Training	4
Q8WV41	Q8WV41	0	Training	0
Q7Z4V0	Q7Z4V0	0	Training	1
Q9LKW9	Q9LKW9	0	Training	2
P53148	P53148	0	Training	3
Q94ID2	Q94ID2	0	Training	4
O59746	O59746	0	Training	0
P33412	P33412	0	Training	1
P25588	P25588	0	Training	2
Q3UUF8	Q3UUF8	0	Training	3
Q7TPF1	Q7TPF1	0	Training	4
Q8WXU2	Q8WXU2	0	Training	0
Q940M2	Q940M2	0	Training	1
Q8CGB3	Q8CGB3	0	Training	2
P61221	P61221	0	Training	3
O95704	O95704	0	Training	4
B7Z0I7	B7Z0I7	0	Training	0
P38781	P38781	0	Training	1
P49590	P49590	0	Training	2
Q8TBK2	Q8TBK2	0	Training	3
O13577	O13577	0	Training	4
Q1MTR2	Q1MTR2	0	Training	0
Q9BV68	Q9BV68	0	Training	1
Q9URV3	Q9URV3	0	Training	2
Q6ZMU5	Q6ZMU5	0	Training	3
P35632	P35632	0	Training	4
Q9Y6X0	Q9Y6X0	0	Training	0
Q8CHP0	Q8CHP0	0	Training	1
P40630	P40630	0	Training	2
P51556	P51556	0	Training	3
P61092	P61092	0	Training	4
Q6PEY1	Q6PEY1	0	Training	0
Q9UT49	Q9UT49	0	Training	1
Q8IDN4	Q8IDN4	0	Training	2
O94427	O94427	0	Training	3
Q9S720	Q9S720	0	Training	4
O60184	O60184	0	Training	0
P29461	P29461	0	Training	1
O96033	O96033	0	Training	2
P40050	P40050	0	Training	3
P53874	P53874	0	Training	4
Q5U419	Q5U419	0	Training	0
O60829	O60829	0	Training	1
P32914	P32914	0	Training	2
Q08902	Q08902	0	Training	3
Q9FX31	Q9FX31	0	Training	4
Q9UHW5	Q9UHW5	0	Training	0
Q06667	Q06667	0	Training	1
Q0WPF2	Q0WPF2	0	Training	2
Q9LSB9	Q9LSB9	0	Training	3
P38323	P38323	0	Training	4
Q9VEN1	Q9VEN1	0	Training	0
A9C3R9	A9C3R9	0	Training	1
Q94AQ9	Q94AQ9	0	Training	2
Q9NWT1	Q9NWT1	0	Training	3
Q56P03	Q56P03	0	Training	4
Q8TDM6	Q8TDM6	0	Training	0
Q15714	Q15714	0	Training	1
Q8VDP4	Q8VDP4	0	Training	2
Q8IWV7	Q8IWV7	0	Training	3
Q05892	Q05892	0	Training	4
P53990	P53990	0	Training	0
Q8CH19	Q8CH19	0	Training	1
O74485	O74485	0	Training	2
Q4G176	Q4G176	0	Training	3
Q04930	Q04930	0	Training	4
Q12524	Q12524	0	Training	0
P40344	P40344	0	Training	1
Q5W9E7	Q5W9E7	0	Training	2
A0A6P3HVI0	A0A6P3HVI0	0	Training	3
F4IXE7	F4IXE7	0	Training	4
O46043	O46043	0	Training	0
Q93ZB2	Q93ZB2	0	Training	1
P46681	P46681	0	Training	2
P42284	P42284	0	Training	3
Q9US06	Q9US06	0	Training	4
Q9ULP0	Q9ULP0	0	Training	0
Q08176	Q08176	0	Training	1
P17883	P17883	0	Training	2
O43044	O43044	0	Training	3
P61218	P61218	0	Training	4
P0DOY1	P0DOY1	0	Training	0
Q05812	Q05812	0	Training	1
Q00202	Q00202	0	Training	2
P07245	P07245	0	Training	3
P51509	P51509	0	Training	4
O22287	O22287	0	Training	0
O14227	O14227	0	Training	1
O74329	O74329	0	Training	2
F4JCC1	F4JCC1	0	Training	3
Q11107	Q11107	0	Training	4
Q0GGX2	Q0GGX2	0	Training	0
Q91YI1	Q91YI1	0	Training	1
Q12972	Q12972	0	Training	2
Q05192	Q05192	0	Training	3
P22027	P22027	0	Training	4
Q9NRG9	Q9NRG9	0	Training	0
Q7Z6Z7	Q7Z6Z7	0	Training	1
P33417	P33417	0	Training	2
Q940Z2	Q940Z2	0	Training	3
Q7RYM5	Q7RYM5	0	Training	4
Q9M658	Q9M658	0	Training	0
P12383	P12383	0	Training	1
Q7SHB2	Q7SHB2	0	Training	2
Q5TKA1	Q5TKA1	0	Training	3
P49107	P49107	0	Training	4
Q9LV85	Q9LV85	0	Training	0
Q53F19	Q53F19	0	Training	1
P40505	P40505	0	Training	2
Q8BRE0	Q8BRE0	0	Training	3
Q9VA37	Q9VA37	0	Training	4
Q9Y4K3	Q9Y4K3	0	Training	0
Q8H1D3	Q8H1D3	0	Training	1
Q9P6Q0	Q9P6Q0	0	Training	2
Q8H1D9	Q8H1D9	0	Training	3
Q5T197	Q5T197	0	Training	4
Q9XVS4	Q9XVS4	0	Training	0
A0A0F7G352	A0A0F7G352	0	Training	1
P25336	P25336	0	Training	2
Q9P013	Q9P013	0	Training	3
P26358	P26358	0	Training	4
Q6UXY1	Q6UXY1	0	Training	0
P53153	P53153	0	Training	1
P41005	P41005	0	Training	2
O59701	O59701	0	Training	3
Q8BFX3	Q8BFX3	0	Training	4
P40546	P40546	0	Training	0
Q5PP37	Q5PP37	0	Training	1
I6LAD1	I6LAD1	0	Training	2
Q14978	Q14978	0	Training	3
Q2WG80	Q2WG80	0	Training	4
Q7S1Z3	Q7S1Z3	0	Training	0
P32338	P32338	0	Training	1
O23342	O23342	0	Training	2
P54657	P54657	0	Training	3
Q9H6U6	Q9H6U6	0	Training	4
Q96MB7	Q96MB7	0	Training	0
Q03430	Q03430	0	Training	1
P00918	P00918	0	Training	2
Q9BUU2	Q9BUU2	0	Training	3
Q767K8	Q767K8	0	Training	4
Q6UW78	Q6UW78	0	Training	0
P19517	P19517	0	Training	1
Q9C8J7	Q9C8J7	0	Training	2
Q4GZF6	Q4GZF6	0	Training	3
D0EL35	D0EL35	0	Training	4
Q95Q39	Q95Q39	0	Training	0
P55786	P55786	0	Training	1
P0C6T3	P0C6T3	0	Training	2
Q1MTN3	Q1MTN3	0	Training	3
Q8VY88	Q8VY88	0	Training	4
P32250	P32250	0	Training	0
Q8BGW1	Q8BGW1	0	Training	1
Q02983	Q02983	0	Training	2
I3SL57	I3SL57	0	Training	3
Q8IZS7	Q8IZS7	0	Training	4
Q75WF1	Q75WF1	0	Training	0
Q9H3M7	Q9H3M7	0	Training	1
P53212	P53212	0	Training	2
Q8NDZ0	Q8NDZ0	0	Training	3
Q59RL7	Q59RL7	0	Training	4
Q9S816	Q9S816	0	Training	0
P08468	P08468	0	Training	1
Q9Y4W2	Q9Y4W2	0	Training	2
Q960V3	Q960V3	0	Training	3
Q7K4V4	Q7K4V4	0	Training	4
P53743	P53743	0	Training	0
A0A2R6QE26	A0A2R6QE26	0	Training	1
Q8VEC4	Q8VEC4	0	Training	2
Q9H813	Q9H813	0	Training	3
Q9SYM2	Q9SYM2	0	Training	4
O62471	O62471	0	Training	0
Q7RZ62	Q7RZ62	0	Training	1
O74829	O74829	0	Training	2
P49367	P49367	0	Training	3
P40069	P40069	0	Training	4
Q5H8A6	Q5H8A6	0	Training	0
H2KZB2	H2KZB2	0	Training	1
Q10337	Q10337	0	Training	2
Q05923	Q05923	0	Training	3
G3XKQ9	G3XKQ9	0	Training	4
Q15025	Q15025	0	Training	0
Q9BQ83	Q9BQ83	0	Training	1
Q9UW82	Q9UW82	0	Training	2
O76064	O76064	0	Training	3
P40457	P40457	0	Training	4
P36141	P36141	0	Training	0
P86981	P86981	0	Training	1
Q9S7I0	Q9S7I0	0	Training	2
P40971	P40971	0	Training	3
Q9NVA1	Q9NVA1	0	Training	4
Q6ZRI6	Q6ZRI6	0	Training	0
P22570	P22570	0	Training	1
Q9Y3I1	Q9Y3I1	0	Training	2
Q8RWX4	Q8RWX4	0	Training	3
P32432	P32432	0	Training	4
Q9LXR9	Q9LXR9	0	Training	0
P32344	P32344	0	Training	1
Q91876	Q91876	0	Training	2
Q07532	Q07532	0	Training	3
Q9C682	Q9C682	0	Training	4
P39994	P39994	0	Training	0
P40079	P40079	0	Training	1
P31942	P31942	0	Training	2
Q9AUE0	Q9AUE0	0	Training	3
Q93092	Q93092	0	Training	4
Q96EL1	Q96EL1	0	Training	0
Q9BZB8	Q9BZB8	0	Training	1
Q9Y222	Q9Y222	0	Training	2
O95838	O95838	0	Training	3
O74783	O74783	0	Training	4
P46995	P46995	0	Training	0
P46677	P46677	0	Training	1
Q9LXT3	Q9LXT3	0	Training	2
D6VTK4	D6VTK4	0	Training	3
Q8WU10	Q8WU10	0	Training	4
O35671	O35671	0	Training	0
Q9WUR2	Q9WUR2	0	Training	1
P40530	P40530	0	Training	2
Q8VYS2	Q8VYS2	0	Training	3
Q15596	Q15596	0	Training	4
Q0VC21	Q0VC21	0	Training	0
O96237	O96237	0	Training	1
G5EGK5	G5EGK5	0	Training	2
Q9FWA3	Q9FWA3	0	Training	3
Q9BUK6	Q9BUK6	0	Training	4
P23490	P23490	0	Training	0
P40090	P40090	0	Training	1
Q7XI96	Q7XI96	0	Training	2
Q9VLP3	Q9VLP3	0	Training	3
P50535	P50535	0	Training	4
P34162	P34162	0	Training	0
P42845	P42845	0	Training	1
Q9UHD9	Q9UHD9	0	Training	2
Q9LYD9	Q9LYD9	0	Training	3
P40043	P40043	0	Training	4
Q5HYJ3	Q5HYJ3	0	Training	0
P39956	P39956	0	Training	1
Q53KW9	Q53KW9	0	Training	2
Q8BGY9	Q8BGY9	0	Training	3
P43619	P43619	0	Training	4
O13838	O13838	0	Training	0
P47069	P47069	0	Training	1
Q19541	Q19541	0	Training	2
P87297	P87297	0	Training	3
Q3TYA6	Q3TYA6	0	Training	4
Q7XYY2	Q7XYY2	0	Training	0
G5ECD6	G5ECD6	0	Training	1
Q1K528	Q1K528	0	Training	2
Q9Y3B8	Q9Y3B8	0	Training	3
G5EGU9	G5EGU9	0	Training	4
Q96PZ0	Q96PZ0	0	Training	0
P36521	P36521	0	Training	1
Q9P802	Q9P802	0	Training	2
Q39163	Q39163	0	Training	3
Q06102	Q06102	0	Training	4
P08044	P08044	0	Training	0
Q9SI64	Q9SI64	0	Training	1
O75554	O75554	0	Training	2
Q86YH6	Q86YH6	0	Training	3
O89050	O89050	0	Training	4
Q15013	Q15013	0	Training	0
Q5T4T6	Q5T4T6	0	Training	1
Q9T0A4	Q9T0A4	0	Training	2
Q7RYW8	Q7RYW8	0	Training	3
Q5DTW7	Q5DTW7	0	Training	4
Q8ITW8	Q8ITW8	0	Training	0
P52655	P52655	0	Training	1
Q80ZI1	Q80ZI1	0	Training	2
A1L4Y1	A1L4Y1	0	Training	3
Q9BRU2	Q9BRU2	0	Training	4
Q8N726	Q8N726	0	Training	0
P98078	P98078	0	Training	1
Q8JFQ4	Q8JFQ4	0	Training	2
Q9VW15	Q9VW15	0	Training	3
Q95QD7	Q95QD7	0	Training	4
Q9JK95	Q9JK95	0	Training	0
Q9UT72	Q9UT72	0	Training	1
P40317	P40317	0	Training	2
Q9UJW9	Q9UJW9	0	Training	3
P53170	P53170	0	Training	4
P00927	P00927	0	Training	0
O14318	O14318	0	Training	1
P36629	P36629	0	Training	2
Q02086	Q02086	0	Training	3
P61460	P61460	0	Training	4
P04792	P04792	0	Training	0
Q9NYH9	Q9NYH9	0	Training	1
Q9CRB9	Q9CRB9	0	Training	2
Q9JMI1	Q9JMI1	0	Training	3
Q9FME2	Q9FME2	0	Training	4
Q8VZL6	Q8VZL6	0	Training	0
O55102	O55102	0	Training	1
P49454	P49454	0	Training	2
Q39055	Q39055	0	Training	3
P26017	P26017	0	Training	4
P38961	P38961	0	Training	0
Q17635	Q17635	0	Training	1
Q94C69	Q94C69	0	Training	2
O60503	O60503	0	Training	3
O74504	O74504	0	Training	4
Q9FJI5	Q9FJI5	0	Training	0
Q96TA1	Q96TA1	0	Training	1
P07273	P07273	0	Training	2
B2D6P4	B2D6P4	0	Training	3
Q39659	Q39659	0	Training	4
P35557	P35557	0	Training	0
P54791	P54791	0	Training	1
Q9NVH2	Q9NVH2	0	Training	2
P26041	P26041	0	Training	3
Q6DRC5	Q6DRC5	0	Training	4
Q941D3	Q941D3	0	Training	0
O48716	O48716	0	Training	1
Q78T81	Q78T81	0	Training	2
Q04175	Q04175	0	Training	3
Q9H3K2	Q9H3K2	0	Training	4
Q6ZV65	Q6ZV65	0	Training	0
P61581	P61581	0	Training	1
O13769	O13769	0	Training	2
Q13886	Q13886	0	Training	3
Q9C950	Q9C950	0	Training	4
Q9H061	Q9H061	0	Training	0
A8DYY6	A8DYY6	0	Training	1
P38909	P38909	0	Training	2
Q6IEG0	Q6IEG0	0	Training	3
O94822	O94822	0	Training	4
Q99NB1	Q99NB1	0	Training	0
Q8C9X6	Q8C9X6	0	Training	1
P21228	P21228	0	Training	2
O74761	O74761	0	Training	3
P48039	P48039	0	Training	4
Q7TSH3	Q7TSH3	0	Training	0
Q06668	Q06668	0	Training	1
Q14916	Q14916	0	Training	2
Q9P7P2	Q9P7P2	0	Training	3
Q12905	Q12905	0	Training	4
P17558	P17558	0	Training	0
Q9S713	Q9S713	0	Training	1
P54783	P54783	0	Training	2
O18412	O18412	0	Training	3
P30658	P30658	0	Training	4
P00314	P00314	0	Training	0
Q9VYY4	Q9VYY4	0	Training	1
Q8NCN4	Q8NCN4	0	Training	2
Q80VL0	Q80VL0	0	Training	3
O77059	O77059	0	Training	4
Q9H9J2	Q9H9J2	0	Training	0
P38737	P38737	0	Training	1
Q9LFA3	Q9LFA3	0	Training	2
Q15428	Q15428	0	Training	3
Q52M58	Q52M58	0	Training	4
P0DO23	P0DO23	0	Training	0
Q86UT6	Q86UT6	0	Training	1
Q9UQN3	Q9UQN3	0	Training	2
P0C2B6	P0C2B6	0	Training	3
Q00816	Q00816	0	Training	4
P33322	P33322	0	Training	0
P48015	P48015	0	Training	1
Q10335	Q10335	0	Training	2
Q12024	Q12024	0	Training	3
Q03525	Q03525	0	Training	4
Q08492	Q08492	0	Training	0
Q02040	Q02040	0	Training	1
Q9Z1X9	Q9Z1X9	0	Training	2
Q9ES19	Q9ES19	0	Training	3
Q9UMY1	Q9UMY1	0	Training	4
O80883	O80883	0	Training	0
P87152	P87152	0	Training	1
Q9XVI2	Q9XVI2	0	Training	2
Q9VQI9	Q9VQI9	0	Training	3
Q92341	Q92341	0	Training	4
P89114	P89114	0	Training	0
Q7L3V2	Q7L3V2	0	Training	1
Q99829	Q99829	0	Training	2
Q03370	Q03370	0	Training	3
Q7S6M9	Q7S6M9	0	Training	4
P42695	P42695	0	Training	0
P32970	P32970	0	Training	1
Q9BPW8	Q9BPW8	0	Training	2
Q9SHZ6	Q9SHZ6	0	Training	3
P32855	P32855	0	Training	4
P22735	P22735	0	Training	0
Q9N589	Q9N589	0	Training	1
Q7XBS0	Q7XBS0	0	Training	2
P70671	P70671	0	Training	3
P42356	P42356	0	Training	4
P40380	P40380	0	Training	0
Q02354	Q02354	0	Training	1
Q9VGH1	Q9VGH1	0	Training	2
Q8VC49	Q8VC49	0	Training	3
P53081	P53081	0	Training	4
P04921	P04921	0	Training	0
Q9LPV5	Q9LPV5	0	Training	1
Q8WUA4	Q8WUA4	0	Training	2
Q12509	Q12509	0	Training	3
Q8RY95	Q8RY95	0	Training	4
Q94FL6	Q94FL6	0	Training	0
Q8WV93	Q8WV93	0	Training	1
Q9N4M4	Q9N4M4	0	Training	2
Q6IDB0	Q6IDB0	0	Training	3
P40513	P40513	0	Training	4
O55236	O55236	0	Training	0
O94868	O94868	0	Training	1
Q9USU3	Q9USU3	0	Training	2
Q9LDD5	Q9LDD5	0	Training	3
Q9EST4	Q9EST4	0	Training	4
Q9D385	Q9D385	0	Training	0
Q9XZS8	Q9XZS8	0	Training	1
Q10740	Q10740	0	Training	2
O82660	O82660	0	Training	3
P59942	P59942	0	Training	4
Q8TC71	Q8TC71	0	Training	0
P29374	P29374	0	Training	1
O94668	O94668	0	Training	2
P38824	P38824	0	Training	3
P0DO24	P0DO24	0	Training	4
O43822	O43822	0	Training	0
P39717	P39717	0	Training	1
Q6B9X6	Q6B9X6	0	Training	2
P51970	P51970	0	Training	3
Q9UTR9	Q9UTR9	0	Training	4
Q9JHR9	Q9JHR9	0	Training	0
Q09675	Q09675	0	Training	1
O64827	O64827	0	Training	2
O43137	O43137	0	Training	3
