Q12396	Accession	Label	Set	CV_Fold	O74740
	Q9Y2M0	0	Training	4	Q9Y2M0
	Q9BX79	0	Training	0	Q9BX79
	C8VP82	0	Training	1	C8VP82
	Q9BW66	0	Training	2	Q9BW66
	Q16635	0	Training	3	Q16635
	Q63HR2	0	Training	4	Q63HR2
	Q66HC5	0	Training	0	Q66HC5
	Q9STL9	0	Training	1	Q9STL9
	P32048	0	Training	2	P32048
	P63161	0	Training	3	P63161
	P38770	0	Training	4	P38770
	P47825	0	Training	0	P47825
	Q92900	0	Training	1	Q92900
	P38253	0	Training	2	P38253
	O70337	0	Training	3	O70337
	Q6ZVD8	0	Training	4	Q6ZVD8
	Q5SGE0	0	Training	0	Q5SGE0
	P23179	0	Training	1	P23179
	Q9LUJ5	0	Training	2	Q9LUJ5
	Q9Y7X6	0	Training	3	Q9Y7X6
	P35203	0	Training	4	P35203
	P47174	0	Training	0	P47174
	X5HYT8	0	Training	1	X5HYT8
	Q8C8N2	0	Training	2	Q8C8N2
	Q058N4	0	Training	3	Q058N4
	Q9H1D9	0	Training	4	Q9H1D9
	Q1W6H9	0	Training	0	Q1W6H9
	Q04659	0	Training	1	Q04659
	Q9DBU6	0	Training	2	Q9DBU6
	O14230	0	Training	3	O14230
	Q06510	0	Training	4	Q06510
	O95059	0	Training	0	O95059
	Q96HS1	0	Training	1	Q96HS1
	Q9VIF6	0	Training	2	Q9VIF6
	Q9VGZ5	0	Training	3	Q9VGZ5
	Q12504	0	Training	4	Q12504
	P53718	0	Training	0	P53718
	Q54PQ4	0	Training	1	Q54PQ4
	Q9VIF5	0	Training	2	Q9VIF5
	Q27368	0	Training	3	Q27368
	Q9Y3B2	0	Training	4	Q9Y3B2
	Q8TB36	0	Training	0	Q8TB36
	P41828	0	Training	1	P41828
	Q9HB71	0	Training	2	Q9HB71
	Q9W157	0	Training	3	Q9W157
	Q61550	0	Training	4	Q61550
	Q6PFD5	0	Training	0	Q6PFD5
	A0A509AE54	0	Training	1	A0A509AE54
	P52593	0	Training	2	P52593
	Q39172	0	Training	3	Q39172
	Q99986	0	Training	4	Q99986
	P22812	0	Training	0	P22812
	Q38796	0	Training	1	Q38796
	P05022	0	Training	2	P05022
	P68104	0	Training	3	P68104
	Q65XX7	0	Training	4	Q65XX7
	Q8BTQ0	0	Training	0	Q8BTQ0
	Q21773	0	Training	1	Q21773
	Q6P161	0	Training	2	Q6P161
	P38858	0	Training	3	P38858
	E5FYH0	0	Training	4	E5FYH0
	P53171	0	Training	0	P53171
	Q96PV7	0	Training	1	Q96PV7
	Q39161	0	Training	2	Q39161
	P12524	0	Training	3	P12524
	Q9P805	0	Training	4	Q9P805
	Q9SNB7	0	Training	0	Q9SNB7
	Q8NBT2	0	Training	1	Q8NBT2
	Q9P7S7	0	Training	2	Q9P7S7
	O88735	0	Training	3	O88735
	Q5TB80	0	Training	4	Q5TB80
	Q96RL1	0	Training	0	Q96RL1
	Q8WVX9	0	Training	1	Q8WVX9
	P91277	0	Training	2	P91277
	Q86Y26	0	Training	3	Q86Y26
	P56558	0	Training	4	P56558
	O70372	0	Training	0	O70372
	Q8W4E7	0	Training	1	Q8W4E7
	Q6FN94	0	Training	2	Q6FN94
	P78946	0	Training	3	P78946
	Q06214	0	Training	4	Q06214
	Q8VZS0	0	Training	0	Q8VZS0
	Q8W489	0	Training	1	Q8W489
	Q7XZF5	0	Training	2	Q7XZF5
	O42649	0	Training	3	O42649
	Q9BSH3	0	Training	4	Q9BSH3
	P21771	0	Training	0	P21771
	Q24JJ9	0	Training	1	Q24JJ9
	O43592	0	Training	2	O43592
	Q04705	0	Training	3	Q04705
	P83510	0	Training	4	P83510
	Q41062	0	Training	0	Q41062
	Q6Q629	0	Training	1	Q6Q629
	Q9DB60	0	Training	2	Q9DB60
	Q9C0C9	0	Training	3	Q9C0C9
	O04121	0	Training	4	O04121
	Q0JCC3	0	Training	0	Q0JCC3
	Q96MF7	0	Training	1	Q96MF7
	P38278	0	Training	2	P38278
	P08703	0	Training	3	P08703
	Q14249	0	Training	4	Q14249
	O35820	0	Training	0	O35820
	Q9LRY0	0	Training	1	Q9LRY0
	Q9V6L9	0	Training	2	Q9V6L9
	Q8GYH7	0	Training	3	Q8GYH7
	Q9NP64	0	Training	4	Q9NP64
	Q9H910	0	Training	0	Q9H910
	Q56P42	0	Training	1	Q56P42
	Q18919	0	Training	2	Q18919
	Q9DE46	0	Training	3	Q9DE46
	Q9WVL3	0	Training	4	Q9WVL3
	Q9P7W8	0	Training	0	Q9P7W8
	P06843	0	Training	1	P06843
	Q9D945	0	Training	2	Q9D945
	Q9Y2G2	0	Training	3	Q9Y2G2
	Q06236	0	Training	4	Q06236
	Q8C5S7	0	Training	0	Q8C5S7
	P15308	0	Training	1	P15308
	Q8H0U4	0	Training	2	Q8H0U4
	Q96WV2	0	Training	3	Q96WV2
	Q9GYU8	0	Training	4	Q9GYU8
	Q12046	0	Training	0	Q12046
	G4NBR8	0	Training	1	G4NBR8
	Q7K6X4	0	Training	2	Q7K6X4
	A8XJ98	0	Training	3	A8XJ98
	Q3UHC2	0	Training	4	Q3UHC2
	Q5M755	0	Training	0	Q5M755
	Q09463	0	Training	1	Q09463
	Q9UTH3	0	Training	2	Q9UTH3
	Q10L01	0	Training	3	Q10L01
	Q03557	0	Training	4	Q03557
	P54845	0	Training	0	P54845
	Q6P6J4	0	Training	1	Q6P6J4
	P10242	0	Training	2	P10242
	Q8CD15	0	Training	3	Q8CD15
	P25284	0	Training	4	P25284
	Q9DC04	0	Training	0	Q9DC04
	P38285	0	Training	1	P38285
	P41046	0	Training	2	P41046
	Q9UI26	0	Training	3	Q9UI26
	Q9FIX1	0	Training	4	Q9FIX1
	Q8C006	0	Training	0	Q8C006
	Q9BRT2	0	Training	1	Q9BRT2
	Q9HAC7	0	Training	2	Q9HAC7
	A0A509AJL3	0	Training	3	A0A509AJL3
	Q949T8	0	Training	4	Q949T8
	A1Z7A6	0	Training	0	A1Z7A6
	Q68G58	0	Training	1	Q68G58
	Q6ZWS8	0	Training	2	Q6ZWS8
	Q92905	0	Training	3	Q92905
	Q9P7K5	0	Training	4	Q9P7K5
	Q8IPA1	0	Training	0	Q8IPA1
	Q9M3I4	0	Training	1	Q9M3I4
	Q9C6X2	0	Training	2	Q9C6X2
	P26755	0	Training	3	P26755
	Q9BSJ5	0	Training	4	Q9BSJ5
	Q9UUA8	0	Training	0	Q9UUA8
	P38789	0	Training	1	P38789
	Q2M2T7	0	Training	2	Q2M2T7
	Q84VZ1	0	Training	3	Q84VZ1
	Q9N5S3	0	Training	4	Q9N5S3
	Q9HAF1	0	Training	0	Q9HAF1
	Q12132	0	Training	1	Q12132
	Q06631	0	Training	2	Q06631
	Q9UBF9	0	Training	3	Q9UBF9
	P35734	0	Training	4	P35734
	Q5F1R6	0	Training	0	Q5F1R6
	Q9NZN9	0	Training	1	Q9NZN9
	Q5FBB7	0	Training	2	Q5FBB7
	Q8VHQ2	0	Training	3	Q8VHQ2
	Q96JK9	0	Training	4	Q96JK9
	P53919	0	Training	0	P53919
	Q9VX09	0	Training	1	Q9VX09
	P29547	0	Training	2	P29547
	Q9UHX1	0	Training	3	Q9UHX1
	Q3UB74	0	Training	4	Q3UB74
	Q8IEG9	0	Training	0	Q8IEG9
	O13974	0	Training	1	O13974
	P82024	0	Training	2	P82024
	Q9P6L9	0	Training	3	Q9P6L9
	O43068	0	Training	4	O43068
	Q9BRD0	0	Training	0	Q9BRD0
	Q9GZN2	0	Training	1	Q9GZN2
	Q9HD15	0	Training	2	Q9HD15
	P0DI81	0	Training	3	P0DI81
	Q13352	0	Training	4	Q13352
	Q9NVH1	0	Training	0	Q9NVH1
	P43579	0	Training	1	P43579
	P53318	0	Training	2	P53318
	Q9D4W2	0	Training	3	Q9D4W2
	Q9FGQ6	0	Training	4	Q9FGQ6
	Q8TAX9	0	Training	0	Q8TAX9
	Q9FFD8	0	Training	1	Q9FFD8
	Q92785	0	Training	2	Q92785
	F4IY62	0	Training	3	F4IY62
	Q42545	0	Training	4	Q42545
	Q9P7S3	0	Training	0	Q9P7S3
	O74434	0	Training	1	O74434
	Q9BV86	0	Training	2	Q9BV86
	P38691	0	Training	3	P38691
	Q6EPW7	0	Training	4	Q6EPW7
	Q9HD33	0	Training	0	Q9HD33
	O94751	0	Training	1	O94751
	Q9QYL0	0	Training	2	Q9QYL0
	Q8IY22	0	Training	3	Q8IY22
	G2HK15	0	Training	4	G2HK15
	Q9CQV7	0	Training	0	Q9CQV7
	P06168	0	Training	1	P06168
	Q09873	0	Training	2	Q09873
	Q3USZ2	0	Training	3	Q3USZ2
	D2K8N5	0	Training	4	D2K8N5
	Q7Z7K6	0	Training	0	Q7Z7K6
	Q8RVC7	0	Training	1	Q8RVC7
	Q9JL04	0	Training	2	Q9JL04
	O13702	0	Training	3	O13702
	Q08952	0	Training	4	Q08952
	Q9SGS4	0	Training	0	Q9SGS4
	Q9LSV0	0	Training	1	Q9LSV0
	Q06244	0	Training	2	Q06244
	A8MPH9	0	Training	3	A8MPH9
	Q9V463	0	Training	4	Q9V463
	Q9W420	0	Training	0	Q9W420
	Q8R4I4	0	Training	1	Q8R4I4
	P15173	0	Training	2	P15173
	O13927	0	Training	3	O13927
	O95347	0	Training	4	O95347
	Q03018	0	Training	0	Q03018
	P46669	0	Training	1	P46669
	Q7K0D8	0	Training	2	Q7K0D8
	Q94CL9	0	Training	3	Q94CL9
	Q9H2S6	0	Training	4	Q9H2S6
	Q9NYV7	0	Training	0	Q9NYV7
	Q6ZWQ0	0	Training	1	Q6ZWQ0
	Q8R4T1	0	Training	2	Q8R4T1
	Q8IZY5	0	Training	3	Q8IZY5
	Q9CQ54	0	Training	4	Q9CQ54
	Q1H537	0	Training	0	Q1H537
	Q08457	0	Training	1	Q08457
	Q99LD8	0	Training	2	Q99LD8
	Q9UBT7	0	Training	3	Q9UBT7
	P35728	0	Training	4	P35728
	Q75N03	0	Training	0	Q75N03
	Q12789	0	Training	1	Q12789
	O60293	0	Training	2	O60293
	Q6Z955	0	Training	3	Q6Z955
	P15619	0	Training	4	P15619
	P53944	0	Training	0	P53944
	Q8VZ20	0	Training	1	Q8VZ20
	P29467	0	Training	2	P29467
	O96624	0	Training	3	O96624
	Q34807	0	Training	4	Q34807
	Q2Z1W2	0	Training	0	Q2Z1W2
	Q8MLZ3	0	Training	1	Q8MLZ3
	Q9BPY3	0	Training	2	Q9BPY3
	Q22227	0	Training	3	Q22227
	Q31708	0	Training	4	Q31708
	G4N7S6	0	Training	0	G4N7S6
	P16550	0	Training	1	P16550
	Q9SSE7	0	Training	2	Q9SSE7
	P36169	0	Training	3	P36169
	P43124	0	Training	4	P43124
	Q9DAM1	0	Training	0	Q9DAM1
	O60733	0	Training	1	O60733
	Q9Y2B4	0	Training	2	Q9Y2B4
	P40855	0	Training	3	P40855
	Q8RXH2	0	Training	4	Q8RXH2
	Q4KMP7	0	Training	0	Q4KMP7
	Q03071	0	Training	1	Q03071
	Q9SYJ8	0	Training	2	Q9SYJ8
	Q3UYV9	0	Training	3	Q3UYV9
	Q8CJF7	0	Training	4	Q8CJF7
	P40026	0	Training	0	P40026
	Q9ES52	0	Training	1	Q9ES52
	Q9Z311	0	Training	2	Q9Z311
	Q8C6L5	0	Training	3	Q8C6L5
	Q62920	0	Training	4	Q62920
	Q5VW36	0	Training	0	Q5VW36
	P10676	0	Training	1	P10676
	J9VE33	0	Training	2	J9VE33
	Q24478	0	Training	3	Q24478
	Q9FME4	0	Training	4	Q9FME4
	P25584	0	Training	0	P25584
	Q8TF01	0	Training	1	Q8TF01
	P14736	0	Training	2	P14736
	Q9NX04	0	Training	3	Q9NX04
	O64517	0	Training	4	O64517
	Q01804	0	Training	0	Q01804
	A2AIL4	0	Training	1	A2AIL4
	Q6IPR1	0	Training	2	Q6IPR1
	O74889	0	Training	3	O74889
	Q8NC51	0	Training	4	Q8NC51
	O23247	0	Training	0	O23247
	Q9JM73	0	Training	1	Q9JM73
	Q04500	0	Training	2	Q04500
	G3UVW3	0	Training	3	G3UVW3
	Q99MU3	0	Training	4	Q99MU3
	G5ECC7	0	Training	0	G5ECC7
	P61964	0	Training	1	P61964
	Q9URQ5	0	Training	2	Q9URQ5
	Q16774	0	Training	3	Q16774
	Q7Z6K1	0	Training	4	Q7Z6K1
	O75934	0	Training	0	O75934
	Q9H773	0	Training	1	Q9H773
	Q8K0D5	0	Training	2	Q8K0D5
	Q03280	0	Training	3	Q03280
	Q9VBW9	0	Training	4	Q9VBW9
	Q9ES00	0	Training	0	Q9ES00
	Q9H7D0	0	Training	1	Q9H7D0
	Q80SU7	0	Training	2	Q80SU7
	Q96I76	0	Training	3	Q96I76
	Q9LQ98	0	Training	4	Q9LQ98
	A6NJ78	0	Training	0	A6NJ78
	Q53FT3	0	Training	1	Q53FT3
	C8VSZ2	0	Training	2	C8VSZ2
	P49686	0	Training	3	P49686
	P0DM40	0	Training	4	P0DM40
	P09595	0	Training	0	P09595
	Q9H4M3	0	Training	1	Q9H4M3
	Q03718	0	Training	2	Q03718
	Q8GZ87	0	Training	3	Q8GZ87
	P39525	0	Training	4	P39525
	Q96HJ9	0	Training	0	Q96HJ9
	Q8CC21	0	Training	1	Q8CC21
	P53810	0	Training	2	P53810
	P32342	0	Training	3	P32342
	P25490	0	Training	4	P25490
	Q96B26	0	Training	0	Q96B26
	P07269	0	Training	1	P07269
	P93286	0	Training	2	P93286
	Q8WYA6	0	Training	3	Q8WYA6
	Q9QXY4	0	Training	4	Q9QXY4
	Q9Y224	0	Training	0	Q9Y224
	P35269	0	Training	1	P35269
	P87233	0	Training	2	P87233
	Q9D067	0	Training	3	Q9D067
	P57680	0	Training	4	P57680
	P38241	0	Training	0	P38241
	P78337	0	Training	1	P78337
	Q4VBE8	0	Training	2	Q4VBE8
	Q9UIA9	0	Training	3	Q9UIA9
	P32103	0	Training	4	P32103
	P87227	0	Training	0	P87227
	Q9SDW0	0	Training	1	Q9SDW0
	Q6P1K2	0	Training	2	Q6P1K2
	P80483	0	Training	3	P80483
	Q0WNP7	0	Training	4	Q0WNP7
	Q08119	0	Training	0	Q08119
	O17514	0	Training	1	O17514
	P40470	0	Training	2	P40470
	Q9BWM7	0	Training	3	Q9BWM7
	P40208	0	Training	4	P40208
	O54825	0	Training	0	O54825
	Q86HX0	0	Training	1	Q86HX0
	Q9JKT3	0	Training	2	Q9JKT3
	O04714	0	Training	3	O04714
	Q8GZM7	0	Training	4	Q8GZM7
	Q8W593	0	Training	0	Q8W593
	Q9SL92	0	Training	1	Q9SL92
	Q9H7B2	0	Training	2	Q9H7B2
	O59676	0	Training	3	O59676
	Q9BW71	0	Training	4	Q9BW71
	Q9Y4F3	0	Training	0	Q9Y4F3
	Q9UTK4	0	Training	1	Q9UTK4
	P03896	0	Training	2	P03896
	Q8RWS0	0	Training	3	Q8RWS0
	Q9UIV1	0	Training	4	Q9UIV1
	Q8N5P1	0	Training	0	Q8N5P1
	O43114	0	Training	1	O43114
	Q9H1P3	0	Training	2	Q9H1P3
	O75603	0	Training	3	O75603
	Q68DX3	0	Training	4	Q68DX3
	Q12068	0	Training	0	Q12068
	Q9UGY1	0	Training	1	Q9UGY1
	O95989	0	Training	2	O95989
	P32524	0	Training	3	P32524
	Q9JIL4	0	Training	4	Q9JIL4
	P53835	0	Training	0	P53835
	Q9UUB6	0	Training	1	Q9UUB6
	Q9CPX8	0	Training	2	Q9CPX8
	Q8N5N7	0	Training	3	Q8N5N7
	Q95RV2	0	Training	4	Q95RV2
	Q01831	0	Training	0	Q01831
	Q9Y2I9	0	Training	1	Q9Y2I9
	Q06608	0	Training	2	Q06608
	Q5AK51	0	Training	3	Q5AK51
	Q96EL3	0	Training	4	Q96EL3
	Q8IVS8	0	Training	0	Q8IVS8
	P82139	0	Training	1	P82139
	Q8WYQ5	0	Training	2	Q8WYQ5
	O44498	0	Training	3	O44498
	P46099	0	Training	4	P46099
	Q8BJ05	0	Training	0	Q8BJ05
	O14497	0	Training	1	O14497
	Q8K400	0	Training	2	Q8K400
	Q8GWE0	0	Training	3	Q8GWE0
	Q8N2Z9	0	Training	4	Q8N2Z9
	O48917	0	Training	0	O48917
	A8MZ59	0	Training	1	A8MZ59
	P0C869	0	Training	2	P0C869
	Q9VLJ8	0	Training	3	Q9VLJ8
	Q8SKU2	0	Training	4	Q8SKU2
	Q8T498	0	Training	0	Q8T498
	Q80TR8	0	Training	1	Q80TR8
	P21276	0	Training	2	P21276
	Q9H4B0	0	Training	3	Q9H4B0
	Q570R7	0	Training	4	Q570R7
	Q8TEX9	0	Training	0	Q8TEX9
	Q9VN91	0	Training	1	Q9VN91
	Q9NJH0	0	Training	2	Q9NJH0
	O74876	0	Training	3	O74876
	P35551	0	Training	4	P35551
	P50080	0	Training	0	P50080
	P40798	0	Training	1	P40798
	P38351	0	Training	2	P38351
	O14737	0	Training	3	O14737
	O70302	0	Training	4	O70302
	O74964	0	Training	0	O74964
	Q9V4Z9	0	Training	1	Q9V4Z9
	P0C7T6	0	Training	2	P0C7T6
	P34283	0	Training	3	P34283
	Q5U5X0	0	Training	4	Q5U5X0
	Q9B6C8	0	Training	0	Q9B6C8
	P38207	0	Training	1	P38207
	P35169	0	Training	2	P35169
	Q7Z2Z1	0	Training	3	Q7Z2Z1
	P13574	0	Training	4	P13574
	Q7S2H6	0	Training	0	Q7S2H6
	Q12124	0	Training	1	Q12124
	P82249	0	Training	2	P82249
	P06509	0	Training	3	P06509
	Q93VB2	0	Training	4	Q93VB2
	Q9UT46	0	Training	0	Q9UT46
	Q9JJP2	0	Training	1	Q9JJP2
	O16102	0	Training	2	O16102
	Q0WSX8	0	Training	3	Q0WSX8
	O74942	0	Training	4	O74942
	Q86YC2	0	Training	0	Q86YC2
	Q9H1U9	0	Training	1	Q9H1U9
	Q3U284	0	Training	2	Q3U284
	F1M386	0	Training	3	F1M386
	P38809	0	Training	4	P38809
	Q8IBN8	0	Training	0	Q8IBN8
	Q9HCH5	0	Training	1	Q9HCH5
	G5EDW5	0	Training	2	G5EDW5
	Q7JXF5	0	Training	3	Q7JXF5
	Q9ULZ2	0	Training	4	Q9ULZ2
	Q8RWN0	0	Training	0	Q8RWN0
	Q10262	0	Training	1	Q10262
	Q02455	0	Training	2	Q02455
	P36038	0	Training	3	P36038
	Q9FI46	0	Training	4	Q9FI46
	O74553	0	Training	0	O74553
	Q9Y2S7	0	Training	1	Q9Y2S7
	Q9CA45	0	Training	2	Q9CA45
	Q95TS5	0	Training	3	Q95TS5
	Q28205	0	Training	4	Q28205
	Q9H0F5	0	Training	0	Q9H0F5
	Q9SUE3	0	Training	1	Q9SUE3
	Q7T2T1	0	Training	2	Q7T2T1
	Q230X8	0	Training	3	Q230X8
	O94355	0	Training	4	O94355
	Q9FVQ1	0	Training	0	Q9FVQ1
	Q6T4R5	0	Training	1	Q6T4R5
	O74544	0	Training	2	O74544
	Q85FY6	0	Training	3	Q85FY6
	O60779	0	Training	4	O60779
	P40995	0	Training	0	P40995
	O60090	0	Training	1	O60090
	Q8TCY9	0	Training	2	Q8TCY9
	Q7TSD4	0	Training	3	Q7TSD4
	Q9H840	0	Training	4	Q9H840
	Q8WV41	0	Training	0	Q8WV41
	Q7Z4V0	0	Training	1	Q7Z4V0
	Q9LKW9	0	Training	2	Q9LKW9
	P53148	0	Training	3	P53148
	Q94ID2	0	Training	4	Q94ID2
	O59746	0	Training	0	O59746
	P33412	0	Training	1	P33412
	P25588	0	Training	2	P25588
	Q3UUF8	0	Training	3	Q3UUF8
	Q7TPF1	0	Training	4	Q7TPF1
	Q8WXU2	0	Training	0	Q8WXU2
	Q940M2	0	Training	1	Q940M2
	Q8CGB3	0	Training	2	Q8CGB3
	P61221	0	Training	3	P61221
	O95704	0	Training	4	O95704
	B7Z0I7	0	Training	0	B7Z0I7
	P38781	0	Training	1	P38781
	P49590	0	Training	2	P49590
	Q8TBK2	0	Training	3	Q8TBK2
	O13577	0	Training	4	O13577
	Q1MTR2	0	Training	0	Q1MTR2
	Q9BV68	0	Training	1	Q9BV68
	Q9URV3	0	Training	2	Q9URV3
	Q6ZMU5	0	Training	3	Q6ZMU5
	P35632	0	Training	4	P35632
	Q9Y6X0	0	Training	0	Q9Y6X0
	Q8CHP0	0	Training	1	Q8CHP0
	P40630	0	Training	2	P40630
	P51556	0	Training	3	P51556
	P61092	0	Training	4	P61092
	Q6PEY1	0	Training	0	Q6PEY1
	Q9UT49	0	Training	1	Q9UT49
	Q8IDN4	0	Training	2	Q8IDN4
	O94427	0	Training	3	O94427
	Q9S720	0	Training	4	Q9S720
	O60184	0	Training	0	O60184
	P29461	0	Training	1	P29461
	O96033	0	Training	2	O96033
	P40050	0	Training	3	P40050
	P53874	0	Training	4	P53874
	Q5U419	0	Training	0	Q5U419
	O60829	0	Training	1	O60829
	P32914	0	Training	2	P32914
	Q08902	0	Training	3	Q08902
	Q9FX31	0	Training	4	Q9FX31
	Q9UHW5	0	Training	0	Q9UHW5
	Q06667	0	Training	1	Q06667
	Q0WPF2	0	Training	2	Q0WPF2
	Q9LSB9	0	Training	3	Q9LSB9
	P38323	0	Training	4	P38323
	Q9VEN1	0	Training	0	Q9VEN1
	A9C3R9	0	Training	1	A9C3R9
	Q94AQ9	0	Training	2	Q94AQ9
	Q9NWT1	0	Training	3	Q9NWT1
	Q56P03	0	Training	4	Q56P03
	Q8TDM6	0	Training	0	Q8TDM6
	Q15714	0	Training	1	Q15714
	Q8VDP4	0	Training	2	Q8VDP4
	Q8IWV7	0	Training	3	Q8IWV7
	Q05892	0	Training	4	Q05892
	P53990	0	Training	0	P53990
	Q8CH19	0	Training	1	Q8CH19
	O74485	0	Training	2	O74485
	Q4G176	0	Training	3	Q4G176
	Q04930	0	Training	4	Q04930
	Q12524	0	Training	0	Q12524
	P40344	0	Training	1	P40344
	Q5W9E7	0	Training	2	Q5W9E7
	A0A6P3HVI0	0	Training	3	A0A6P3HVI0
	F4IXE7	0	Training	4	F4IXE7
	O46043	0	Training	0	O46043
	Q93ZB2	0	Training	1	Q93ZB2
	P46681	0	Training	2	P46681
	P42284	0	Training	3	P42284
	Q9US06	0	Training	4	Q9US06
	Q9ULP0	0	Training	0	Q9ULP0
	Q08176	0	Training	1	Q08176
	P17883	0	Training	2	P17883
	O43044	0	Training	3	O43044
	P61218	0	Training	4	P61218
	P0DOY1	0	Training	0	P0DOY1
	Q05812	0	Training	1	Q05812
	Q00202	0	Training	2	Q00202
	P07245	0	Training	3	P07245
	P51509	0	Training	4	P51509
	O22287	0	Training	0	O22287
	O14227	0	Training	1	O14227
	O74329	0	Training	2	O74329
	F4JCC1	0	Training	3	F4JCC1
	Q11107	0	Training	4	Q11107
	Q0GGX2	0	Training	0	Q0GGX2
	Q91YI1	0	Training	1	Q91YI1
	Q12972	0	Training	2	Q12972
	Q05192	0	Training	3	Q05192
	P22027	0	Training	4	P22027
	Q9NRG9	0	Training	0	Q9NRG9
	Q7Z6Z7	0	Training	1	Q7Z6Z7
	P33417	0	Training	2	P33417
	Q940Z2	0	Training	3	Q940Z2
	Q7RYM5	0	Training	4	Q7RYM5
	Q9M658	0	Training	0	Q9M658
	P12383	0	Training	1	P12383
	Q7SHB2	0	Training	2	Q7SHB2
	Q5TKA1	0	Training	3	Q5TKA1
	P49107	0	Training	4	P49107
	Q9LV85	0	Training	0	Q9LV85
	Q53F19	0	Training	1	Q53F19
	P40505	0	Training	2	P40505
	Q8BRE0	0	Training	3	Q8BRE0
	Q9VA37	0	Training	4	Q9VA37
	Q9Y4K3	0	Training	0	Q9Y4K3
	Q8H1D3	0	Training	1	Q8H1D3
	Q9P6Q0	0	Training	2	Q9P6Q0
	Q8H1D9	0	Training	3	Q8H1D9
	Q5T197	0	Training	4	Q5T197
	Q9XVS4	0	Training	0	Q9XVS4
	A0A0F7G352	0	Training	1	A0A0F7G352
	P25336	0	Training	2	P25336
	Q9P013	0	Training	3	Q9P013
	P26358	0	Training	4	P26358
	Q6UXY1	0	Training	0	Q6UXY1
	P53153	0	Training	1	P53153
	P41005	0	Training	2	P41005
	O59701	0	Training	3	O59701
	Q8BFX3	0	Training	4	Q8BFX3
	P40546	0	Training	0	P40546
	Q5PP37	0	Training	1	Q5PP37
	I6LAD1	0	Training	2	I6LAD1
	Q14978	0	Training	3	Q14978
	Q2WG80	0	Training	4	Q2WG80
	Q7S1Z3	0	Training	0	Q7S1Z3
	P32338	0	Training	1	P32338
	O23342	0	Training	2	O23342
	P54657	0	Training	3	P54657
	Q9H6U6	0	Training	4	Q9H6U6
	Q96MB7	0	Training	0	Q96MB7
	Q03430	0	Training	1	Q03430
	P00918	0	Training	2	P00918
	Q9BUU2	0	Training	3	Q9BUU2
	Q767K8	0	Training	4	Q767K8
	Q6UW78	0	Training	0	Q6UW78
	P19517	0	Training	1	P19517
	Q9C8J7	0	Training	2	Q9C8J7
	Q4GZF6	0	Training	3	Q4GZF6
	D0EL35	0	Training	4	D0EL35
	Q95Q39	0	Training	0	Q95Q39
	P55786	0	Training	1	P55786
	P0C6T3	0	Training	2	P0C6T3
	Q1MTN3	0	Training	3	Q1MTN3
	Q8VY88	0	Training	4	Q8VY88
	P32250	0	Training	0	P32250
	Q8BGW1	0	Training	1	Q8BGW1
	Q02983	0	Training	2	Q02983
	I3SL57	0	Training	3	I3SL57
	Q8IZS7	0	Training	4	Q8IZS7
	Q75WF1	0	Training	0	Q75WF1
	Q9H3M7	0	Training	1	Q9H3M7
	P53212	0	Training	2	P53212
	Q8NDZ0	0	Training	3	Q8NDZ0
	Q59RL7	0	Training	4	Q59RL7
	Q9S816	0	Training	0	Q9S816
	P08468	0	Training	1	P08468
	Q9Y4W2	0	Training	2	Q9Y4W2
	Q960V3	0	Training	3	Q960V3
	Q7K4V4	0	Training	4	Q7K4V4
	P53743	0	Training	0	P53743
	A0A2R6QE26	0	Training	1	A0A2R6QE26
	Q8VEC4	0	Training	2	Q8VEC4
	Q9H813	0	Training	3	Q9H813
	Q9SYM2	0	Training	4	Q9SYM2
	O62471	0	Training	0	O62471
	Q7RZ62	0	Training	1	Q7RZ62
	O74829	0	Training	2	O74829
	P49367	0	Training	3	P49367
	P40069	0	Training	4	P40069
	Q5H8A6	0	Training	0	Q5H8A6
	H2KZB2	0	Training	1	H2KZB2
	Q10337	0	Training	2	Q10337
	Q05923	0	Training	3	Q05923
	G3XKQ9	0	Training	4	G3XKQ9
	Q15025	0	Training	0	Q15025
	Q9BQ83	0	Training	1	Q9BQ83
	Q9UW82	0	Training	2	Q9UW82
	O76064	0	Training	3	O76064
	P40457	0	Training	4	P40457
	P36141	0	Training	0	P36141
	P86981	0	Training	1	P86981
	Q9S7I0	0	Training	2	Q9S7I0
	P40971	0	Training	3	P40971
	Q9NVA1	0	Training	4	Q9NVA1
	Q6ZRI6	0	Training	0	Q6ZRI6
	P22570	0	Training	1	P22570
	Q9Y3I1	0	Training	2	Q9Y3I1
	Q8RWX4	0	Training	3	Q8RWX4
	P32432	0	Training	4	P32432
	Q9LXR9	0	Training	0	Q9LXR9
	P32344	0	Training	1	P32344
	Q91876	0	Training	2	Q91876
	Q07532	0	Training	3	Q07532
	Q9C682	0	Training	4	Q9C682
	P39994	0	Training	0	P39994
	P40079	0	Training	1	P40079
	P31942	0	Training	2	P31942
	Q9AUE0	0	Training	3	Q9AUE0
	Q93092	0	Training	4	Q93092
	Q96EL1	0	Training	0	Q96EL1
	Q9BZB8	0	Training	1	Q9BZB8
	Q9Y222	0	Training	2	Q9Y222
	O95838	0	Training	3	O95838
	O74783	0	Training	4	O74783
	P46995	0	Training	0	P46995
	P46677	0	Training	1	P46677
	Q9LXT3	0	Training	2	Q9LXT3
	D6VTK4	0	Training	3	D6VTK4
