Q12396	accession	Label	Set	CV_Fold	O74740	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
	Q9UU84	0	Training	1	Q9UU84	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426		False
	Q12159	0	Training	2	Q12159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226		False
	Q63425	0	Training	3	Q63425	Rattus norvegicus	Metazoa	1383		False
	P32767	0	Training	4	P32767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1081		False
	Q96326	0	Training	0	Q96326	Arabidopsis thaliana	Plants	256		True
	Q9GZQ3	0	Training	1	Q9GZQ3	Homo sapiens	Metazoa	224		False
	Q03468	0	Training	2	Q03468	Homo sapiens	Metazoa	1493		False
	P09132	0	Training	3	P09132	Homo sapiens	Metazoa	144		False
	Q7Z7H8	0	Training	4	Q7Z7H8	Homo sapiens	Metazoa	261		False
	P54987	0	Training	0	P54987	Mus musculus	Metazoa	488		False
	Q08365	0	Training	1	Q08365	Chlamydomonas reinhardtii	Plants	712		False
	Q8IEK7	0	Training	2	Q8IEK7	Plasmodium falciparum (isolate 3D7)	Other	87		False
	Q91W39	0	Training	3	Q91W39	Mus musculus	Metazoa	579		False
	Q86WV1	0	Training	4	Q86WV1	Homo sapiens	Metazoa	359		False
	F4JV80	0	Training	0	F4JV80	Arabidopsis thaliana	Plants	155		False
	C4R4G9	0	Training	1	C4R4G9	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	344		False
	O88286	0	Training	2	O88286	Mus musculus	Metazoa	1684		False
	A0A2H1A5W4	0	Training	3	A0A2H1A5W4	Candidozyma auris	Fungi	679		False
	G5EGA3	0	Training	4	G5EGA3	Caenorhabditis elegans	Metazoa	704		False
	P16050	0	Training	0	P16050	Homo sapiens	Metazoa	662		False
	Q8N8Q3	0	Training	1	Q8N8Q3	Homo sapiens	Metazoa	282		False
	P40958	0	Training	2	P40958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196		False
	O80931	0	Training	3	O80931	Arabidopsis thaliana	Plants	367		False
	O75528	0	Training	4	O75528	Homo sapiens	Metazoa	432		False
	O09171	0	Training	0	O09171	Rattus norvegicus	Metazoa	407		False
	Q6P6C2	0	Training	1	Q6P6C2	Homo sapiens	Metazoa	394		False
	O80952	0	Training	2	O80952	Arabidopsis thaliana	Plants	296		False
	Q6ZQL4	0	Training	3	Q6ZQL4	Mus musculus	Metazoa	677		False
	Q8GYC7	0	Training	4	Q8GYC7	Arabidopsis thaliana	Plants	313		False
	Q06455	0	Training	0	Q06455	Homo sapiens	Metazoa	604		False
	Q01852	0	Training	1	Q01852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		False
	P38907	0	Training	2	P38907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		False
	P97346	0	Training	3	P97346	Mus musculus	Metazoa	435		False
	Q9Y2M0	0	Training	4	Q9Y2M0	Homo sapiens	Metazoa	1017		False
	Q9BX79	0	Training	0	Q9BX79	Homo sapiens	Metazoa	667		True
	C8VP82	0	Training	1	C8VP82	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	339		False
	Q9BW66	0	Training	2	Q9BW66	Homo sapiens	Metazoa	212		False
	Q16635	0	Training	3	Q16635	Homo sapiens	Metazoa	262		False
	Q63HR2	0	Training	4	Q63HR2	Homo sapiens	Metazoa	1409		False
	Q66HC5	0	Training	0	Q66HC5	Rattus norvegicus	Metazoa	819		False
	Q9STL9	0	Training	1	Q9STL9	Arabidopsis thaliana	Plants	633		False
	P32048	0	Training	2	P32048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		False
	P63161	0	Training	3	P63161	Rattus norvegicus	Metazoa	123		True
	P38770	0	Training	4	P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471		False
	P47825	0	Training	0	P47825	Drosophila melanogaster	Metazoa	921		False
	Q92900	0	Training	1	Q92900	Homo sapiens	Metazoa	1129		False
	P38253	0	Training	2	P38253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122		True
	O70337	0	Training	3	O70337	Mus musculus	Metazoa	150		False
	Q6ZVD8	0	Training	4	Q6ZVD8	Homo sapiens	Metazoa	1323		False
	Q5SGE0	0	Training	0	Q5SGE0	Rattus norvegicus	Metazoa	1392		False
	P23179	0	Training	1	P23179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	398		False
	Q9LUJ5	0	Training	2	Q9LUJ5	Arabidopsis thaliana	Plants	293		False
	Q9Y7X6	0	Training	3	Q9Y7X6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	684		False
	P35203	0	Training	4	P35203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		False
	P47174	0	Training	0	P47174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117		False
	X5HYT8	0	Training	1	X5HYT8	Oryza sativa subsp. japonica	Plants	425		False
	Q8C8N2	0	Training	2	Q8C8N2	Mus musculus	Metazoa	606		False
	Q058N4	0	Training	3	Q058N4	Arabidopsis thaliana	Plants	459		False
	Q9H1D9	0	Training	4	Q9H1D9	Homo sapiens	Metazoa	316		False
	Q1W6H9	0	Training	0	Q1W6H9	Homo sapiens	Metazoa	321		False
	Q04659	0	Training	1	Q04659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317		False
	Q9DBU6	0	Training	2	Q9DBU6	Mus musculus	Metazoa	334		False
	O14230	0	Training	3	O14230	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	347		False
	Q06510	0	Training	4	Q06510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		False
	O95059	0	Training	0	O95059	Homo sapiens	Metazoa	124		False
	Q96HS1	0	Training	1	Q96HS1	Homo sapiens	Metazoa	289		True
	Q9VIF6	0	Training	2	Q9VIF6	Drosophila melanogaster	Metazoa	507		False
	Q9VGZ5	0	Training	3	Q9VGZ5	Drosophila melanogaster	Metazoa	698		False
	Q12504	0	Training	4	Q12504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494		False
	P53718	0	Training	0	P53718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
	Q54PQ4	0	Training	1	Q54PQ4	Dictyostelium discoideum	Other	605		False
	Q9VIF5	0	Training	2	Q9VIF5	Drosophila melanogaster	Metazoa	981		False
	Q27368	0	Training	3	Q27368	Drosophila melanogaster	Metazoa	805		False
	Q9Y3B2	0	Training	4	Q9Y3B2	Homo sapiens	Metazoa	195		False
	Q8TB36	0	Training	0	Q8TB36	Homo sapiens	Metazoa	358		False
	P41828	0	Training	1	P41828	Caenorhabditis elegans	Metazoa	588		False
	Q9HB71	0	Training	2	Q9HB71	Homo sapiens	Metazoa	228		False
	Q9W157	0	Training	3	Q9W157	Drosophila melanogaster	Metazoa	971		False
	Q61550	0	Training	4	Q61550	Mus musculus	Metazoa	635		False
	Q6PFD5	0	Training	0	Q6PFD5	Mus musculus	Metazoa	977		False
	A0A509AE54	0	Training	1	A0A509AE54	Plasmodium berghei (strain Anka)	Other	506		True
	P52593	0	Training	2	P52593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1655		False
	Q39172	0	Training	3	Q39172	Arabidopsis thaliana	Plants	345		False
	Q99986	0	Training	4	Q99986	Homo sapiens	Metazoa	396		False
	P22812	0	Training	0	P22812	Drosophila melanogaster	Metazoa	462		False
	Q38796	0	Training	1	Q38796	Arabidopsis thaliana	Plants	953		False
	P05022	0	Training	2	P05022	Zea mays	Plants	507		False
	P68104	0	Training	3	P68104	Homo sapiens	Metazoa	462		False
	Q65XX7	0	Training	4	Q65XX7	Caenorhabditis elegans	Metazoa	262		False
	Q8BTQ0	0	Training	0	Q8BTQ0	Mus musculus	Metazoa	241		False
	Q21773	0	Training	1	Q21773	Caenorhabditis elegans	Metazoa	489		False
	Q6P161	0	Training	2	Q6P161	Homo sapiens	Metazoa	138		False
	P38858	0	Training	3	P38858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
	E5FYH0	0	Training	4	E5FYH0	Ovis aries	Metazoa	1599		False
	P53171	0	Training	0	P53171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287		False
	Q96PV7	0	Training	1	Q96PV7	Homo sapiens	Metazoa	902		False
	Q39161	0	Training	2	Q39161	Arabidopsis thaliana	Plants	586		False
	P12524	0	Training	3	P12524	Homo sapiens	Metazoa	364		False
	Q9P805	0	Training	4	Q9P805	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		False
	Q9SNB7	0	Training	0	Q9SNB7	Arabidopsis thaliana	Plants	665		False
	Q8NBT2	0	Training	1	Q8NBT2	Homo sapiens	Metazoa	197		False
	Q9P7S7	0	Training	2	Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508		False
	O88735	0	Training	3	O88735	Mus musculus	Metazoa	730		False
	Q5TB80	0	Training	4	Q5TB80	Homo sapiens	Metazoa	1403		False
	Q96RL1	0	Training	0	Q96RL1	Homo sapiens	Metazoa	719		False
	Q8WVX9	0	Training	1	Q8WVX9	Homo sapiens	Metazoa	515		False
	P91277	0	Training	2	P91277	Caenorhabditis elegans	Metazoa	397		False
	Q86Y26	0	Training	3	Q86Y26	Homo sapiens	Metazoa	1132		False
	P56558	0	Training	4	P56558	Rattus norvegicus	Metazoa	1036		False
	O70372	0	Training	0	O70372	Mus musculus	Metazoa	1122		False
	Q8W4E7	0	Training	1	Q8W4E7	Arabidopsis thaliana	Plants	598		False
	Q6FN94	0	Training	2	Q6FN94	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	499		False
	P78946	0	Training	3	P78946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126		False
	Q06214	0	Training	4	Q06214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		False
	Q8VZS0	0	Training	0	Q8VZS0	Arabidopsis thaliana	Plants	321		True
	Q8W489	0	Training	1	Q8W489	Arabidopsis thaliana	Plants	865		False
	Q7XZF5	0	Training	2	Q7XZF5	Arabidopsis thaliana	Plants	1841		False
	O42649	0	Training	3	O42649	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1194		False
	Q9BSH3	0	Training	4	Q9BSH3	Homo sapiens	Metazoa	213		False
	P21771	0	Training	0	P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		False
	Q24JJ9	0	Training	1	Q24JJ9	Arabidopsis thaliana	Plants	361		False
	O43592	0	Training	2	O43592	Homo sapiens	Metazoa	962		False
	Q04705	0	Training	3	Q04705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		True
	P83510	0	Training	4	P83510	Mus musculus	Metazoa	1323		False
	Q41062	0	Training	0	Q41062	Pisum sativum	Plants	1011		False
	Q6Q629	0	Training	1	Q6Q629	Rattus norvegicus	Metazoa	796		True
	Q9DB60	0	Training	2	Q9DB60	Mus musculus	Metazoa	201		False
	Q9C0C9	0	Training	3	Q9C0C9	Homo sapiens	Metazoa	1292		False
	O04121	0	Training	4	O04121	Spinacia oleracea	Plants	439		False
	Q0JCC3	0	Training	0	Q0JCC3	Oryza sativa subsp. japonica	Plants	560		False
	Q96MF7	0	Training	1	Q96MF7	Homo sapiens	Metazoa	247		False
	P38278	0	Training	2	P38278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		False
	P08703	0	Training	3	P08703	Penicillium chrysogenum	Fungi	331		False
	Q14249	0	Training	4	Q14249	Homo sapiens	Metazoa	297		False
	O35820	0	Training	0	O35820	Rattus norvegicus	Metazoa	163		False
	Q9LRY0	0	Training	1	Q9LRY0	Arabidopsis thaliana	Plants	189		False
	Q9V6L9	0	Training	2	Q9V6L9	Drosophila melanogaster	Metazoa	255		False
	Q8GYH7	0	Training	3	Q8GYH7	Arabidopsis thaliana	Plants	249		False
	Q9NP64	0	Training	4	Q9NP64	Homo sapiens	Metazoa	241		False
	Q9H910	0	Training	0	Q9H910	Homo sapiens	Metazoa	190		False
	Q56P42	0	Training	1	Q56P42	Homo sapiens	Metazoa	97		False
	Q18919	0	Training	2	Q18919	Caenorhabditis elegans	Metazoa	558		False
	Q9DE46	0	Training	3	Q9DE46	Xenopus laevis	Metazoa	1458		False
	Q9WVL3	0	Training	4	Q9WVL3	Mus musculus	Metazoa	1083		False
	Q9P7W8	0	Training	0	Q9P7W8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	780		False
	P06843	0	Training	1	P06843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333		False
	Q9D945	0	Training	2	Q9D945	Mus musculus	Metazoa	130		False
	Q9Y2G2	0	Training	3	Q9Y2G2	Homo sapiens	Metazoa	537		False
	Q06236	0	Training	4	Q06236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168		True
	Q8C5S7	0	Training	0	Q8C5S7	Mus musculus	Metazoa	591		False
	P15308	0	Training	1	P15308	Xenopus laevis	Metazoa	273		False
	Q8H0U4	0	Training	2	Q8H0U4	Arabidopsis thaliana	Plants	891		False
	Q96WV2	0	Training	3	Q96WV2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339		False
	Q9GYU8	0	Training	4	Q9GYU8	Drosophila melanogaster	Metazoa	702		False
	Q12046	0	Training	0	Q12046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339		False
	G4NBR8	0	Training	1	G4NBR8	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	548		False
	Q7K6X4	0	Training	2	Q7K6X4	Caenorhabditis elegans	Metazoa	497		False
	A8XJ98	0	Training	3	A8XJ98	Caenorhabditis briggsae	Metazoa	432		False
	Q3UHC2	0	Training	4	Q3UHC2	Mus musculus	Metazoa	2014		False
	Q5M755	0	Training	0	Q5M755	Arabidopsis thaliana	Plants	273		False
	Q09463	0	Training	1	Q09463	Caenorhabditis elegans	Metazoa	235		False
	Q9UTH3	0	Training	2	Q9UTH3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	775		False
	Q10L01	0	Training	3	Q10L01	Oryza sativa subsp. japonica	Plants	382		True
	Q03557	0	Training	4	Q03557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464		False
	P54845	0	Training	0	P54845	Homo sapiens	Metazoa	237		False
	Q6P6J4	0	Training	1	Q6P6J4	Mus musculus	Metazoa	239		False
	P10242	0	Training	2	P10242	Homo sapiens	Metazoa	640		False
	Q8CD15	0	Training	3	Q8CD15	Mus musculus	Metazoa	465		False
	P25284	0	Training	4	P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375		False
	Q9DC04	0	Training	0	Q9DC04	Mus musculus	Metazoa	966		False
	P38285	0	Training	1	P38285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549		False
	P41046	0	Training	2	P41046	Drosophila melanogaster	Metazoa	550		False
	Q9UI26	0	Training	3	Q9UI26	Homo sapiens	Metazoa	975		False
	Q9FIX1	0	Training	4	Q9FIX1	Arabidopsis thaliana	Plants	172		False
	Q8C006	0	Training	0	Q8C006	Mus musculus	Metazoa	501		False
	Q9BRT2	0	Training	1	Q9BRT2	Homo sapiens	Metazoa	126		False
	Q9HAC7	0	Training	2	Q9HAC7	Homo sapiens	Metazoa	438		False
	A0A509AJL3	0	Training	3	A0A509AJL3	Plasmodium berghei (strain Anka)	Other	1087		False
	Q949T8	0	Training	4	Q949T8	Arabidopsis thaliana	Plants	497		False
	A1Z7A6	0	Training	0	A1Z7A6	Drosophila melanogaster	Metazoa	1155		False
	Q68G58	0	Training	1	Q68G58	Mus musculus	Metazoa	516		False
	Q6ZWS8	0	Training	2	Q6ZWS8	Mus musculus	Metazoa	374		False
	Q92905	0	Training	3	Q92905	Homo sapiens	Metazoa	334		False
	Q9P7K5	0	Training	4	Q9P7K5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1098		False
	Q8IPA1	0	Training	0	Q8IPA1	Drosophila melanogaster	Metazoa	308		False
	Q9M3I4	0	Training	1	Q9M3I4	Spinacia oleracea	Plants	90		False
	Q9C6X2	0	Training	2	Q9C6X2	Arabidopsis thaliana	Plants	264		False
	P26755	0	Training	3	P26755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122		False
	Q9BSJ5	0	Training	4	Q9BSJ5	Homo sapiens	Metazoa	609		False
	Q9UUA8	0	Training	0	Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120		False
	P38789	0	Training	1	P38789	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		False
	Q2M2T7	0	Training	2	Q2M2T7	Bos taurus	Metazoa	167		False
	Q84VZ1	0	Training	3	Q84VZ1	Arabidopsis thaliana	Plants	245		False
	Q9N5S3	0	Training	4	Q9N5S3	Caenorhabditis elegans	Metazoa	365		False
	Q9HAF1	0	Training	0	Q9HAF1	Homo sapiens	Metazoa	191		False
	Q12132	0	Training	1	Q12132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	391		False
	Q06631	0	Training	2	Q06631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	534		False
	Q9UBF9	0	Training	3	Q9UBF9	Homo sapiens	Metazoa	498		False
	P35734	0	Training	4	P35734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292		False
	Q5F1R6	0	Training	0	Q5F1R6	Homo sapiens	Metazoa	531		False
	Q9NZN9	0	Training	1	Q9NZN9	Homo sapiens	Metazoa	384		False
	Q5FBB7	0	Training	2	Q5FBB7	Homo sapiens	Metazoa	561		False
	Q8VHQ2	0	Training	3	Q8VHQ2	Mus musculus	Metazoa	579		False
	Q96JK9	0	Training	4	Q96JK9	Homo sapiens	Metazoa	1138		False
	P53919	0	Training	0	P53919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		False
	Q9VX09	0	Training	1	Q9VX09	Drosophila melanogaster	Metazoa	607		False
	P29547	0	Training	2	P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		False
	Q9UHX1	0	Training	3	Q9UHX1	Homo sapiens	Metazoa	559		False
	Q3UB74	0	Training	4	Q3UB74	Mus musculus	Metazoa	406		False
	Q8IEG9	0	Training	0	Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408		False
	O13974	0	Training	1	O13974	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329		False
	P82024	0	Training	2	P82024	Spinacia oleracea	Plants	180		False
	Q9P6L9	0	Training	3	Q9P6L9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1038		False
	O43068	0	Training	4	O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421		False
	Q9BRD0	0	Training	0	Q9BRD0	Homo sapiens	Metazoa	619		False
	Q9GZN2	0	Training	1	Q9GZN2	Homo sapiens	Metazoa	237		False
	Q9HD15	0	Training	2	Q9HD15	Homo sapiens	Metazoa	224		False
	P0DI81	0	Training	3	P0DI81	Homo sapiens	Metazoa	140		False
	Q13352	0	Training	4	Q13352	Homo sapiens	Metazoa	177		False
	Q9NVH1	0	Training	0	Q9NVH1	Homo sapiens	Metazoa	559		False
	P43579	0	Training	1	P43579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		False
	P53318	0	Training	2	P53318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	479		False
	Q9D4W2	0	Training	3	Q9D4W2	Mus musculus	Metazoa	315		False
	Q9FGQ6	0	Training	4	Q9FGQ6	Arabidopsis thaliana	Plants	329		False
	Q8TAX9	0	Training	0	Q8TAX9	Homo sapiens	Metazoa	416		True
	Q9FFD8	0	Training	1	Q9FFD8	Arabidopsis thaliana	Plants	104		False
	Q92785	0	Training	2	Q92785	Homo sapiens	Metazoa	391		False
	F4IY62	0	Training	3	F4IY62	Arabidopsis thaliana	Plants	883		False
	Q42545	0	Training	4	Q42545	Arabidopsis thaliana	Plants	433		False
	Q9P7S3	0	Training	0	Q9P7S3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		False
	O74434	0	Training	1	O74434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	626		False
	Q9BV86	0	Training	2	Q9BV86	Homo sapiens	Metazoa	223		False
	P38691	0	Training	3	P38691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1029		False
	Q6EPW7	0	Training	4	Q6EPW7	Oryza sativa subsp. japonica	Plants	233		False
	Q9HD33	0	Training	0	Q9HD33	Homo sapiens	Metazoa	250		False
	O94751	0	Training	1	O94751	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1044		False
	Q9QYL0	0	Training	2	Q9QYL0	Mus musculus	Metazoa	170		False
	Q8IY22	0	Training	3	Q8IY22	Homo sapiens	Metazoa	773		False
	G2HK15	0	Training	4	G2HK15	Caenorhabditis elegans	Metazoa	367		False
	Q9CQV7	0	Training	0	Q9CQV7	Mus musculus	Metazoa	116		True
	P06168	0	Training	1	P06168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395		False
	Q09873	0	Training	2	Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420		False
	Q3USZ2	0	Training	3	Q3USZ2	Mus musculus	Metazoa	394		False
	D2K8N5	0	Training	4	D2K8N5	Nicotiana benthamiana	Plants	403		False
	Q7Z7K6	0	Training	0	Q7Z7K6	Homo sapiens	Metazoa	275		False
	Q8RVC7	0	Training	1	Q8RVC7	Chlamydomonas reinhardtii	Plants	411		False
	Q9JL04	0	Training	2	Q9JL04	Mus musculus	Metazoa	1578		False
	O13702	0	Training	3	O13702	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450		False
	Q08952	0	Training	4	Q08952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		False
	Q9SGS4	0	Training	0	Q9SGS4	Arabidopsis thaliana	Plants	302		False
	Q9LSV0	0	Training	1	Q9LSV0	Arabidopsis thaliana	Plants	289		False
	Q06244	0	Training	2	Q06244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		False
	A8MPH9	0	Training	3	A8MPH9	Drosophila melanogaster	Metazoa	722		False
	Q9V463	0	Training	4	Q9V463	Drosophila melanogaster	Metazoa	1365		False
	Q9W420	0	Training	0	Q9W420	Drosophila melanogaster	Metazoa	1831		False
	Q8R4I4	0	Training	1	Q8R4I4	Mus musculus	Metazoa	468		False
	P15173	0	Training	2	P15173	Homo sapiens	Metazoa	224		False
	O13927	0	Training	3	O13927	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201		False
	O95347	0	Training	4	O95347	Homo sapiens	Metazoa	1197		False
	Q03018	0	Training	0	Q03018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1630		False
	P46669	0	Training	1	P46669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		False
	Q7K0D8	0	Training	2	Q7K0D8	Drosophila melanogaster	Metazoa	564		False
	Q94CL9	0	Training	3	Q94CL9	Arabidopsis thaliana	Plants	195		False
	Q9H2S6	0	Training	4	Q9H2S6	Homo sapiens	Metazoa	317		True
	Q9NYV7	0	Training	0	Q9NYV7	Homo sapiens	Metazoa	291		True
	Q6ZWQ0	0	Training	1	Q6ZWQ0	Mus musculus	Metazoa	6874		False
	Q8R4T1	0	Training	2	Q8R4T1	Mus musculus	Metazoa	145		False
	Q8IZY5	0	Training	3	Q8IZY5	Homo sapiens	Metazoa	108		False
	Q9CQ54	0	Training	4	Q9CQ54	Mus musculus	Metazoa	120		True
	Q1H537	0	Training	0	Q1H537	Arabidopsis thaliana	Plants	417		False
	Q08457	0	Training	1	Q08457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		False
	Q99LD8	0	Training	2	Q99LD8	Mus musculus	Metazoa	285		False
	Q9UBT7	0	Training	3	Q9UBT7	Homo sapiens	Metazoa	734		False
	P35728	0	Training	4	P35728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		False
	Q75N03	0	Training	0	Q75N03	Homo sapiens	Metazoa	491		False
	Q12789	0	Training	1	Q12789	Homo sapiens	Metazoa	2109		False
	O60293	0	Training	2	O60293	Homo sapiens	Metazoa	1989		False
	Q6Z955	0	Training	3	Q6Z955	Oryza sativa subsp. japonica	Plants	518		False
	P15619	0	Training	4	P15619	Drosophila melanogaster	Metazoa	869		False
	P53944	0	Training	0	P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		False
	Q8VZ20	0	Training	1	Q8VZ20	Arabidopsis thaliana	Plants	314		False
	P29467	0	Training	2	P29467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	408		False
	O96624	0	Training	3	O96624	Dictyostelium discoideum	Other	174		False
	Q34807	0	Training	4	Q34807	Wickerhamomyces canadensis	Fungi	231		False
	Q2Z1W2	0	Training	0	Q2Z1W2	Gallus gallus	Metazoa	345		False
	Q8MLZ3	0	Training	1	Q8MLZ3	Dictyostelium discoideum	Other	867		False
	Q9BPY3	0	Training	2	Q9BPY3	Homo sapiens	Metazoa	351		False
	Q22227	0	Training	3	Q22227	Caenorhabditis elegans	Metazoa	672		False
	Q31708	0	Training	4	Q31708	Arabidopsis thaliana	Plants	362		False
	G4N7S6	0	Training	0	G4N7S6	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	468		False
	P16550	0	Training	1	P16550	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321		False
	Q9SSE7	0	Training	2	Q9SSE7	Arabidopsis thaliana	Plants	381		False
	P36169	0	Training	3	P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		True
	P43124	0	Training	4	P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402		False
	Q9DAM1	0	Training	0	Q9DAM1	Mus musculus	Metazoa	415		False
	O60733	0	Training	1	O60733	Homo sapiens	Metazoa	806		False
	Q9Y2B4	0	Training	2	Q9Y2B4	Homo sapiens	Metazoa	290		False
	P40855	0	Training	3	P40855	Homo sapiens	Metazoa	299		False
	Q8RXH2	0	Training	4	Q8RXH2	Arabidopsis thaliana	Plants	716		False
	Q4KMP7	0	Training	0	Q4KMP7	Homo sapiens	Metazoa	808		False
	Q03071	0	Training	1	Q03071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99		False
	Q9SYJ8	0	Training	2	Q9SYJ8	Arabidopsis thaliana	Plants	372		False
	Q3UYV9	0	Training	3	Q3UYV9	Mus musculus	Metazoa	790		False
	Q8CJF7	0	Training	4	Q8CJF7	Mus musculus	Metazoa	2243		False
	P40026	0	Training	0	P40026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464		False
	Q9ES52	0	Training	1	Q9ES52	Mus musculus	Metazoa	1191		False
	Q9Z311	0	Training	2	Q9Z311	Rattus norvegicus	Metazoa	373		False
	Q8C6L5	0	Training	3	Q8C6L5	Mus musculus	Metazoa	507		False
	Q62920	0	Training	4	Q62920	Rattus norvegicus	Metazoa	591		False
	Q5VW36	0	Training	0	Q5VW36	Homo sapiens	Metazoa	1801		False
