O74740	accession	Label	Set	CV_Fold	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q9P5M9	Q9P5M9	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	257		False
Q9P0K7	Q9P0K7	0	Training	0	Homo sapiens	Metazoa	980		False
Q9P7B8	Q9P7B8	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399		False
Q9P7H8	Q9P7H8	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679		False
P0DP99	P0DP99	0	Training	3	Mus musculus	Metazoa	47		True
P22135	P22135	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325		False
Q8S9G8	Q8S9G8	0	Training	0	Arabidopsis thaliana	Plants	801		False
Q93442	Q93442	0	Training	1	Caenorhabditis elegans	Metazoa	2862		False
Q8IX15	Q8IX15	0	Training	2	Homo sapiens	Metazoa	550		False
Q9SX29	Q9SX29	0	Training	3	Arabidopsis thaliana	Plants	159		False
Q8RXD3	Q8RXD3	0	Training	4	Arabidopsis thaliana	Plants	310		False
Q9VKM1	Q9VKM1	0	Training	0	Drosophila melanogaster	Metazoa	843		False
Q9VN45	Q9VN45	0	Training	1	Drosophila melanogaster	Metazoa	553		False
Q969P5	Q969P5	0	Training	2	Homo sapiens	Metazoa	355		False
Q15003	Q15003	0	Training	3	Homo sapiens	Metazoa	741		False
P00430	P00430	0	Training	4	Bos taurus	Metazoa	63		True
Q14CX5	Q14CX5	0	Training	0	Homo sapiens	Metazoa	517		True
Q8WWY6	Q8WWY6	0	Training	1	Homo sapiens	Metazoa	194		False
Q9USX4	Q9USX4	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	108		False
Q20709	Q20709	0	Training	3	Caenorhabditis elegans	Metazoa	543		False
Q969X6	Q969X6	0	Training	4	Homo sapiens	Metazoa	686		False
Q06449	Q06449	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215		False
P57728	P57728	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148		False
Q3S4A7	Q3S4A7	0	Training	2	Arabidopsis thaliana	Plants	922		False
P92189	P92189	0	Training	3	Drosophila melanogaster	Metazoa	321		False
Q6U6H1	Q6U6H1	0	Training	4	Halocynthia roretzi	Metazoa	259		False
F4HYF3	F4HYF3	0	Training	0	Arabidopsis thaliana	Plants	401		False
Q8BM75	Q8BM75	0	Training	1	Mus musculus	Metazoa	1188		False
P32521	P32521	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1480		False
Q04073	Q04073	0	Training	3	Strongylocentrotus purpuratus	Metazoa	459		False
Q9VE86	Q9VE86	0	Training	4	Drosophila melanogaster	Metazoa	353		False
D0E0C2	D0E0C2	0	Training	0	Periplaneta americana	Metazoa	1553		False
Q9EQ28	Q9EQ28	0	Training	1	Mus musculus	Metazoa	462		False
Q9URQ3	Q9URQ3	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322		False
Q60866	Q60866	0	Training	3	Mus musculus	Metazoa	349		False
P32063	P32063	0	Training	4	Coriandrum sativum	Plants	385		False
P38065	P38065	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025		False
Q9BVJ7	Q9BVJ7	0	Training	1	Homo sapiens	Metazoa	150		False
A0A2Z4LIS9	A0A2Z4LIS9	0	Training	2	Homo sapiens	Metazoa	290		False
P47019	P47019	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		False
Q9H4B6	Q9H4B6	0	Training	4	Homo sapiens	Metazoa	383		False
P00813	P00813	0	Training	0	Homo sapiens	Metazoa	363		False
F4I718	F4I718	0	Training	1	Arabidopsis thaliana	Plants	2136		False
P40567	P40567	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		False
Q9UGR2	Q9UGR2	0	Training	3	Homo sapiens	Metazoa	977		False
Q9W0K4	Q9W0K4	0	Training	4	Drosophila melanogaster	Metazoa	1067		False
Q00IB6	Q00IB6	0	Training	0	Arabidopsis thaliana	Plants	440		False
O60682	O60682	0	Training	1	Homo sapiens	Metazoa	206		False
P07250	P07250	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355		False
Q61510	Q61510	0	Training	3	Mus musculus	Metazoa	634		False
P38890	P38890	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	526		False
Q9NXR7	Q9NXR7	0	Training	0	Homo sapiens	Metazoa	383		False
O60097	O60097	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	526		False
Q9LK34	Q9LK34	0	Training	2	Arabidopsis thaliana	Plants	483		False
P41229	P41229	0	Training	3	Homo sapiens	Metazoa	1560		False
Q03937	Q03937	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162		False
P07272	P07272	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904		False
O94248	O94248	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	4717		False
Q94920	Q94920	0	Training	2	Drosophila melanogaster	Metazoa	282		True
Q9QZ04	Q9QZ04	0	Training	3	Mus musculus	Metazoa	1284		False
Q93008	Q93008	0	Training	4	Homo sapiens	Metazoa	2554		False
O14981	O14981	0	Training	0	Homo sapiens	Metazoa	1849		False
P38872	P38872	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237		False
A0A455ZAR2	A0A455ZAR2	0	Training	2	Homo sapiens	Metazoa	87		False
Q61624	Q61624	0	Training	3	Mus musculus	Metazoa	794		False
Q32PI6	Q32PI6	0	Training	4	Bos taurus	Metazoa	294		False
Q09793	Q09793	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		False
Q9H334	Q9H334	0	Training	1	Homo sapiens	Metazoa	677		False
O94238	O94238	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134		False
P14868	P14868	0	Training	3	Homo sapiens	Metazoa	501		False
Q9TZ64	Q9TZ64	0	Training	4	Caenorhabditis elegans	Metazoa	497		False
P47148	P47148	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		False
O74359	O74359	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663		False
Q8GUI6	Q8GUI6	0	Training	2	Arabidopsis thaliana	Plants	954		False
P41247	P41247	0	Training	3	Homo sapiens	Metazoa	253		False
Q03954	Q03954	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	165		False
P07910	P07910	0	Training	0	Homo sapiens	Metazoa	306		False
Q27934	Q27934	0	Training	1	Drosophila melanogaster	Metazoa	400		False
P32585	P32585	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		False
Q8VYZ5	Q8VYZ5	0	Training	3	Arabidopsis thaliana	Plants	900		False
Q9ERQ3	Q9ERQ3	0	Training	4	Mus musculus	Metazoa	566		False
D3ZAW2	D3ZAW2	0	Training	0	Rattus norvegicus	Metazoa	406		True
P34567	P34567	0	Training	1	Caenorhabditis elegans	Metazoa	376		False
Q7SHR6	Q7SHR6	0	Training	2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	344		False
Q9C9T2	Q9C9T2	0	Training	3	Arabidopsis thaliana	Plants	451		False
P33201	P33201	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236		False
E9PXM9	E9PXM9	0	Training	0	Mus musculus	Metazoa	466		False
Q8NAP3	Q8NAP3	0	Training	1	Homo sapiens	Metazoa	1195		False
Q96VH5	Q96VH5	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97		True
Q10103	Q10103	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	960		False
P11860	P11860	0	Training	4	Mytilus californianus	Metazoa	45		False
P15325	P15325	0	Training	0	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	533		True
Q1MT80	Q1MT80	0	Training	1	Danio rerio	Metazoa	618		False
Q9UJX5	Q9UJX5	0	Training	2	Homo sapiens	Metazoa	808		False
Q8IWD4	Q8IWD4	0	Training	3	Homo sapiens	Metazoa	279		False
Q96QA5	Q96QA5	0	Training	4	Homo sapiens	Metazoa	445		True
Q9SNB6	Q9SNB6	0	Training	0	Arabidopsis thaliana	Plants	395		False
P59178	P59178	0	Training	1	Mus musculus	Metazoa	703		False
O13988	O13988	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555		False
P36161	P36161	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1157		False
Q7Z695	Q7Z695	0	Training	4	Homo sapiens	Metazoa	626		False
P0DP88	P0DP88	0	Training	0	Danio rerio	Metazoa	75		True
P51906	P51906	0	Training	1	Mus musculus	Metazoa	523		True
P32807	P32807	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602		False
E1JH25	E1JH25	0	Training	3	Drosophila melanogaster	Metazoa	1876		False
P04117	P04117	0	Training	4	Mus musculus	Metazoa	132		False
P53070	P53070	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	669		False
Q24459	Q24459	0	Training	1	Drosophila melanogaster	Metazoa	1043		False
Q5T890	Q5T890	0	Training	2	Homo sapiens	Metazoa	1561		False
P43332	P43332	0	Training	3	Drosophila melanogaster	Metazoa	216		False
Q8WVY7	Q8WVY7	0	Training	4	Homo sapiens	Metazoa	318		False
P29677	P29677	0	Training	0	Solanum tuberosum	Plants	504		False
P78753	P78753	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557		False
O75665	O75665	0	Training	2	Homo sapiens	Metazoa	1012		False
F4KCE9	F4KCE9	0	Training	3	Arabidopsis thaliana	Plants	598		False
Q383Q5	Q383Q5	0	Training	4	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	209		False
Q96AP0	Q96AP0	0	Training	0	Homo sapiens	Metazoa	458		False
Q9LTQ0	Q9LTQ0	0	Training	1	Arabidopsis thaliana	Plants	391		False
W0RYD3	W0RYD3	0	Training	2	Oryza sativa subsp. japonica	Plants	2135		False
P28644	P28644	0	Training	3	Spinacia oleracea	Plants	233		False
P82244	P82244	0	Training	4	Spinacia oleracea	Plants	152		False
P97609	P97609	0	Training	0	Rattus norvegicus	Metazoa	1181		False
P43582	P43582	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		False
Q12321	Q12321	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		False
P19173	P19173	0	Training	3	Ipomoea batatas	Plants	64		True
Q9NS91	Q9NS91	0	Training	4	Homo sapiens	Metazoa	495		False
Q04089	Q04089	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582		False
P25441	P25441	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	422		False
D4A7U2	D4A7U2	0	Training	2	Rattus norvegicus	Metazoa	587		False
Q6PGP7	Q6PGP7	0	Training	3	Homo sapiens	Metazoa	1564		False
O42804	O42804	0	Training	4	Aspergillus niger	Fungi	945		False
P53254	P53254	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237		False
Q9M219	Q9M219	0	Training	1	Arabidopsis thaliana	Plants	558		False
A0A7U2MSD6	A0A7U2MSD6	0	Training	2	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	435		False
Q03774	Q03774	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444		False
S8EZA7	S8EZA7	0	Training	4	Toxoplasma gondii (strain ATCC 50611 / Me49)	Other	534		True
Q9FWR4	Q9FWR4	0	Training	0	Arabidopsis thaliana	Plants	213		False
Q9LZX6	Q9LZX6	0	Training	1	Arabidopsis thaliana	Plants	365		False
Q8BUX5	Q8BUX5	0	Training	2	Mus musculus	Metazoa	455		True
Q9FJW4	Q9FJW4	0	Training	3	Arabidopsis thaliana	Plants	154		False
Q6R3K9	Q6R3K9	0	Training	4	Arabidopsis thaliana	Plants	664		True
Q8VIM5	Q8VIM5	0	Training	0	Mus musculus	Metazoa	935		False
Q965H3	Q965H3	0	Training	1	Caenorhabditis elegans	Metazoa	735		False
Q9NX55	Q9NX55	0	Training	2	Homo sapiens	Metazoa	121		False
Q5N712	Q5N712	0	Training	3	Oryza sativa subsp. japonica	Plants	1286		False
P48376	P48376	0	Training	4	Caenorhabditis elegans	Metazoa	187		False
O74910	O74910	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638		False
Q9LFC0	Q9LFC0	0	Training	1	Arabidopsis thaliana	Plants	360		False
P40072	P40072	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274		False
Q9QWV4	Q9QWV4	0	Training	3	Mus musculus	Metazoa	267		False
Q9FX53	Q9FX53	0	Training	4	Arabidopsis thaliana	Plants	406		False
O64973	O64973	0	Training	0	Arabidopsis thaliana	Plants	889		False
P41161	P41161	0	Training	1	Homo sapiens	Metazoa	510		False
Q9TZ70	Q9TZ70	0	Training	2	Caenorhabditis elegans	Metazoa	205		False
Q84JL7	Q84JL7	0	Training	3	Arabidopsis thaliana	Plants	330		False
Q26635	Q26635	0	Training	4	Sarcophaga peregrina	Metazoa	354		False
Q3KRB8	Q3KRB8	0	Training	0	Homo sapiens	Metazoa	267		False
Q9H9A7	Q9H9A7	0	Training	1	Homo sapiens	Metazoa	625		False
Q9D6J5	Q9D6J5	0	Training	2	Mus musculus	Metazoa	186		False
Q9UK41	Q9UK41	0	Training	3	Homo sapiens	Metazoa	221		False
Q67UU9	Q67UU9	0	Training	4	Oryza sativa subsp. japonica	Plants	426		False
Q96N11	Q96N11	0	Training	0	Homo sapiens	Metazoa	449		False
Q6VY05	Q6VY05	0	Training	1	Mus musculus	Metazoa	352		False
Q9H6Z9	Q9H6Z9	0	Training	2	Homo sapiens	Metazoa	239		False
P34087	P34087	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	171		False
Q9Y388	Q9Y388	0	Training	4	Homo sapiens	Metazoa	322		False
Q9GSF8	Q9GSF8	0	Training	0	Euplotes aediculatus	Other	437		False
Q3UHH1	Q3UHH1	0	Training	1	Mus musculus	Metazoa	1832		False
O22914	O22914	0	Training	2	Arabidopsis thaliana	Plants	124		False
O43543	O43543	0	Training	3	Homo sapiens	Metazoa	280		False
Q9HGN4	Q9HGN4	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	151		False
P48412	P48412	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387		False
Q5JPH6	Q5JPH6	0	Training	1	Homo sapiens	Metazoa	523		False
Q9VQB6	Q9VQB6	0	Training	2	Drosophila melanogaster	Metazoa	971		False
Q9LEM8	Q9LEM8	0	Training	3	Chlamydomonas reinhardtii	Plants	1385		False
P41073	P41073	0	Training	4	Drosophila melanogaster	Metazoa	716		False
Q8L557	Q8L557	0	Training	0	Arabidopsis thaliana	Plants	202		False
Q96DY5	Q96DY5	0	Training	1	Mus musculus	Metazoa	654		False
Q9P3U7	Q9P3U7	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547		True
Q9NWS8	Q9NWS8	0	Training	3	Homo sapiens	Metazoa	449		False
P82194	P82194	0	Training	4	Spinacia oleracea	Plants	126		False
Q5T8A7	Q5T8A7	0	Training	0	Homo sapiens	Metazoa	1209		False
Q0VD86	Q0VD86	0	Training	1	Homo sapiens	Metazoa	236		False
P40528	P40528	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902		False
P14693	P14693	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329		False
Q9LZS0	Q9LZS0	0	Training	4	Arabidopsis thaliana	Plants	591		False
P50947	P50947	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		False
O94609	O94609	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1012		False
Q9HAI6	Q9HAI6	0	Training	2	Homo sapiens	Metazoa	301		False
A2A8T7	A2A8T7	0	Training	3	Mus musculus	Metazoa	201		True
Q9H3P2	Q9H3P2	0	Training	4	Homo sapiens	Metazoa	528		False
Q12481	Q12481	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		False
P54254	P54254	0	Training	1	Mus musculus	Metazoa	791		False
P0C870	P0C870	0	Training	2	Homo sapiens	Metazoa	316		False
Q3E7A4	Q3E7A4	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109		False
Q9CAC5	Q9CAC5	0	Training	4	Arabidopsis thaliana	Plants	191		True
Q9NUL5	Q9NUL5	0	Training	0	Homo sapiens	Metazoa	291		False
Q3UNH4	Q3UNH4	0	Training	1	Mus musculus	Metazoa	932		False
Q99P30	Q99P30	0	Training	2	Mus musculus	Metazoa	236		False
U9W802	U9W802	0	Training	3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	307		False
Q6NW34	Q6NW34	0	Training	4	Homo sapiens	Metazoa	567		False
P41970	P41970	0	Training	0	Homo sapiens	Metazoa	407		False
Q6NPS8	Q6NPS8	0	Training	1	Arabidopsis thaliana	Plants	623		False
Q9H5F2	Q9H5F2	0	Training	2	Homo sapiens	Metazoa	150		False
Q9ZWS6	Q9ZWS6	0	Training	3	Arabidopsis thaliana	Plants	186		False
P82715	P82715	0	Training	4	Arabidopsis thaliana	Plants	297		False
P97460	P97460	0	Training	0	Mus musculus	Metazoa	816		False
A2AMM0	A2AMM0	0	Training	1	Mus musculus	Metazoa	362		False
Q9VE04	Q9VE04	0	Training	2	Drosophila melanogaster	Metazoa	107		False
P21357	P21357	0	Training	3	Solanum tuberosum	Plants	538		False
Q9Y7Y5	Q9Y7Y5	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	369		False
Q07555	Q07555	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		False
P14724	P14724	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124		False
Q57V03	Q57V03	0	Training	2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1050		False
B1AWL2	B1AWL2	0	Training	3	Mus musculus	Metazoa	2495		False
P20941	P20941	0	Training	4	Homo sapiens	Metazoa	246		False
P87017	P87017	0	Training	0	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	278		False
P08907	P08907	0	Training	1	Equus caballus	Metazoa	401		False
P0CT58	P0CT58	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	130		False
Q8VYF7	Q8VYF7	0	Training	3	Arabidopsis thaliana	Plants	238		False
P21801	P21801	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		False
Q9FPS9	Q9FPS9	0	Training	0	Arabidopsis thaliana	Plants	924		False
Q03771	Q03771	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387		False
P25451	P25451	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		False
Q9LIQ9	Q9LIQ9	0	Training	3	Arabidopsis thaliana	Plants	714		False
Q9H0G5	Q9H0G5	0	Training	4	Homo sapiens	Metazoa	558		False
Q58WW2	Q58WW2	0	Training	0	Homo sapiens	Metazoa	860		False
Q923W1	Q923W1	0	Training	1	Mus musculus	Metazoa	853		False
Q1K8V2	Q1K8V2	0	Training	2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	91		False
Q9P6R0	Q9P6R0	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	492		False
P25649	P25649	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128		False
Q7LL22	Q7LL22	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	462		False
Q9UGC7	Q9UGC7	0	Training	1	Homo sapiens	Metazoa	380		False
O75367	O75367	0	Training	2	Homo sapiens	Metazoa	369		False
P38769	P38769	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		False
Q6ZMT4	Q6ZMT4	0	Training	4	Homo sapiens	Metazoa	941		False
Q9FGQ9	Q9FGQ9	0	Training	0	Arabidopsis thaliana	Plants	177		False
Q0WPU1	Q0WPU1	0	Training	1	Arabidopsis thaliana	Plants	1522		False
O94450	O94450	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501		False
Q43715	Q43715	0	Training	3	Pisum sativum	Plants	809		False
Q15398	Q15398	0	Training	4	Homo sapiens	Metazoa	846		False
P07195	P07195	0	Training	0	Homo sapiens	Metazoa	334		False
Q91VJ5	Q91VJ5	0	Training	1	Mus musculus	Metazoa	263		False
Q6F2E7	Q6F2E7	0	Training	2	Xenopus tropicalis	Metazoa	482		False
Q86WV5	Q86WV5	0	Training	3	Homo sapiens	Metazoa	123		False
Q5NCQ5	Q5NCQ5	0	Training	4	Mus musculus	Metazoa	438		False
Q9LES4	Q9LES4	0	Training	0	Arabidopsis thaliana	Plants	483		False
Q60547	Q60547	0	Training	1	Mesocricetus auratus	Metazoa	234		False
Q8TD31	Q8TD31	0	Training	2	Homo sapiens	Metazoa	782		False
P24613	P24613	0	Training	3	Spinacia oleracea	Plants	256		False
O14064	O14064	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	997		False
Q53GS9	Q53GS9	0	Training	0	Homo sapiens	Metazoa	565		False
Q9Y2D1	Q9Y2D1	0	Training	1	Homo sapiens	Metazoa	282		False
Q62141	Q62141	0	Training	2	Mus musculus	Metazoa	1098		False
H0YL14	H0YL14	0	Training	3	Homo sapiens	Metazoa	139		True
Q9WTV7	Q9WTV7	0	Training	4	Mus musculus	Metazoa	600		False
E9PYL2	E9PYL2	0	Training	0	Mus musculus	Metazoa	2035		False
Q9SRX9	Q9SRX9	0	Training	1	Arabidopsis thaliana	Plants	335		False
P01109	P01109	0	Training	2	Gallus gallus	Metazoa	435		False
O43819	O43819	0	Training	3	Homo sapiens	Metazoa	266		True
O60336	O60336	0	Training	4	Homo sapiens	Metazoa	1514		False
Q9P7T4	Q9P7T4	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019		False
Q9QYB1	Q9QYB1	0	Training	1	Mus musculus	Metazoa	253		True
O13758	O13758	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361		False
Q9UUH3	Q9UUH3	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277		False
Q17RH7	Q17RH7	0	Training	4	Homo sapiens	Metazoa	139		False
O65258	O65258	0	Training	0	Arabidopsis thaliana	Plants	542		False
Q9VQ30	Q9VQ30	0	Training	1	Drosophila melanogaster	Metazoa	604		False
Q6IUP1	Q6IUP1	0	Training	2	Mus musculus	Metazoa	357		False
Q8VY80	Q8VY80	0	Training	3	Arabidopsis thaliana	Plants	147		False
Q09M02	Q09M02	0	Training	4	Mus musculus	Metazoa	886		False
Q12405	Q12405	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387		False
O54982	O54982	0	Training	1	Mus musculus	Metazoa	1121		True
P82195	P82195	0	Training	2	Spinacia oleracea	Plants	166		False
Q93W20	Q93W20	0	Training	3	Arabidopsis thaliana	Plants	235		False
Q03565	Q03565	0	Training	4	Caenorhabditis elegans	Metazoa	89		False
Q7Z2W9	Q7Z2W9	0	Training	0	Homo sapiens	Metazoa	205		False
Q9NX76	Q9NX76	0	Training	1	Homo sapiens	Metazoa	183		True
Q05648	Q05648	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		False
Q8BQP9	Q8BQP9	0	Training	3	Mus musculus	Metazoa	257		False
P17152	P17152	0	Training	4	Homo sapiens	Metazoa	192		True
Q504T8	Q504T8	0	Training	0	Homo sapiens	Metazoa	468		False
Q96SB3	Q96SB3	0	Training	1	Homo sapiens	Metazoa	817		False
O94286	O94286	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	178		False
Q9NW75	Q9NW75	0	Training	3	Homo sapiens	Metazoa	528		False
Q3E7B7	Q3E7B7	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68		False
P47128	P47128	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		False
Q90X64	Q90X64	0	Training	1	Xenopus laevis	Metazoa	521		False
Q6DN90	Q6DN90	0	Training	2	Homo sapiens	Metazoa	963		False
O94761	O94761	0	Training	3	Homo sapiens	Metazoa	1208		False
E7FKV8	E7FKV8	0	Training	4	Oryzias latipes	Metazoa	2742		False
O13800	O13800	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230		False
Q9UUG2	Q9UUG2	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	621		False
Q9GS00	Q9GS00	0	Training	2	Caenorhabditis elegans	Metazoa	601		False
P82673	P82673	0	Training	3	Homo sapiens	Metazoa	323		False
O74311	O74311	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		False
F4JLC1	F4JLC1	0	Training	0	Arabidopsis thaliana	Plants	331		False
P38236	P38236	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		False
Q86YS7	Q86YS7	0	Training	2	Homo sapiens	Metazoa	1000		False
Q865Y9	Q865Y9	0	Training	3	Sus scrofa	Metazoa	222		False
P53184	P53184	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216		False
O14235	O14235	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	348		False
Q9LS48	Q9LS48	0	Training	1	Arabidopsis thaliana	Plants	316		False
B5DFG1	B5DFG1	0	Training	2	Rattus norvegicus	Metazoa	580		False
Q9Y2F5	Q9Y2F5	0	Training	3	Homo sapiens	Metazoa	2266		False
Q6NNL9	Q6NNL9	0	Training	4	Arabidopsis thaliana	Plants	93		False
Q15078	Q15078	0	Training	0	Homo sapiens	Metazoa	307		False
P46972	P46972	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		False
P41958	P41958	0	Training	2	Caenorhabditis elegans	Metazoa	280		False
Q06497	Q06497	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		True
Q04305	Q04305	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513		False
Q8N3Z6	Q8N3Z6	0	Training	0	Homo sapiens	Metazoa	543		False
Q9UUE5	Q9UUE5	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	675		False
Q9FL26	Q9FL26	0	Training	2	Arabidopsis thaliana	Plants	326		False
